sim_1_selection_model_s06_chr3	66918372
sim_2_selection_model_s06_chr3	18614428
sim_3_selection_model_s06_chr3	10677880
sim_4_selection_model_s06_chr3	41855215
sim_5_selection_model_s06_chr3	18484268
sim_6_selection_model_s06_chr3	67383166
sim_7_selection_model_s06_chr3	60405487
sim_8_selection_model_s06_chr3	50382024
sim_9_selection_model_s06_chr3	48268170
sim_10_selection_model_s06_chr3	4913048
sim_11_selection_model_s06_chr3	69758954
sim_12_selection_model_s06_chr3	62290065
sim_13_selection_model_s06_chr3	64338338
sim_14_selection_model_s06_chr3	14672660
sim_15_selection_model_s06_chr3	14999280
sim_16_selection_model_s06_chr3	14669965
sim_17_selection_model_s06_chr3	7328391
sim_18_selection_model_s06_chr3	66510483
sim_19_selection_model_s06_chr3	27283975
sim_20_selection_model_s06_chr3	11514830
