sim_1_selection_model_s08_chr3	72918081
sim_2_selection_model_s08_chr3	74034020
sim_3_selection_model_s08_chr3	87053618
sim_4_selection_model_s08_chr3	26714755
sim_5_selection_model_s08_chr3	75074795
sim_6_selection_model_s08_chr3	37985064
sim_7_selection_model_s08_chr3	73354975
sim_8_selection_model_s08_chr3	44421646
sim_9_selection_model_s08_chr3	32276034
sim_10_selection_model_s08_chr3	26339418
sim_11_selection_model_s08_chr3	81160074
sim_12_selection_model_s08_chr3	29565949
sim_13_selection_model_s08_chr3	1209242
sim_14_selection_model_s08_chr3	45889232
sim_15_selection_model_s08_chr3	81729077
sim_16_selection_model_s08_chr3	18866196
sim_17_selection_model_s08_chr3	86298763
sim_18_selection_model_s08_chr3	48122724
sim_19_selection_model_s08_chr3	42961115
sim_20_selection_model_s08_chr3	86734921
