sim_1_selection_model_s07_chr3	28899745
sim_2_selection_model_s07_chr3	57417764
sim_3_selection_model_s07_chr3	34667689
sim_4_selection_model_s07_chr3	18009569
sim_5_selection_model_s07_chr3	9481764
sim_6_selection_model_s07_chr3	32099476
sim_7_selection_model_s07_chr3	48267928
sim_8_selection_model_s07_chr3	75906705
sim_9_selection_model_s07_chr3	28455132
sim_10_selection_model_s07_chr3	44259434
sim_11_selection_model_s07_chr3	39222940
sim_12_selection_model_s07_chr3	18498431
sim_13_selection_model_s07_chr3	58661670
sim_14_selection_model_s07_chr3	46501056
sim_15_selection_model_s07_chr3	21685531
sim_16_selection_model_s07_chr3	37237913
sim_17_selection_model_s07_chr3	66682017
sim_18_selection_model_s07_chr3	29700799
sim_19_selection_model_s07_chr3	42793917
sim_20_selection_model_s07_chr3	28259586
