CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
3	2700001	15	0.214286	400	[2700001,3100000]
3	3100001	17	0.242857	400	[3100001,3500000]
3	3500001	18	0.257143	700	[3500001,4200000]
3	4200001	19	0.271429	100	[4200001,4300000]
3	4300001	21	0.3	1300	[4300001,5600000]
3	5600001	23	0.328571	300	[5600001,5900000]
3	5900001	20	0.285714	500	[5900001,6400000]
3	6400001	19	0.271429	200	[6400001,6600000]
3	6600001	18	0.257143	100	[6600001,6700000]
3	6700001	19	0.271429	200	[6700001,6900000]
3	6900001	18	0.257143	100	[6900001,7000000]
3	7000001	15	0.214286	800	[7000001,7800000]
3	8900001	15	0.214286	100	[8900001,9000000]
3	9900001	15	0.214286	400	[9900001,10300000]
3	10800001	15	0.214286	800	[10800001,11600000]
3	12000001	15	0.214286	500	[12000001,12500000]
3	20800001	15	0.214286	400	[20800001,21200000]
3	23400001	16	0.228571	100	[23400001,23500000]
3	23500001	18	0.257143	1100	[23500001,24600000]
3	24600001	17	0.242857	200	[24600001,24800000]
3	24800001	19	0.271429	400	[24800001,25200000]
3	25200001	15	0.214286	400	[25200001,25600000]
3	25600001	17	0.242857	300	[25600001,25900000]
3	25900001	19	0.271429	500	[25900001,26400000]
3	26400001	18	0.257143	300	[26400001,26700000]
3	26700001	20	0.285714	100	[26700001,26800000]
3	26800001	22	0.314286	300	[26800001,27100000]
3	27100001	25	0.357143	100	[27100001,27200000]
3	27200001	29	0.414286	700	[27200001,27900000]
3	27900001	31	0.442857	1600	[27900001,29500000]
3	29500001	32	0.457143	300	[29500001,29800000]
3	29800001	31	0.442857	300	[29800001,30100000]
3	30100001	27	0.385714	200	[30100001,30300000]
3	30300001	22	0.314286	200	[30300001,30500000]
3	30500001	25	0.357143	100	[30500001,30600000]
3	30600001	29	0.414286	400	[30600001,31000000]
3	31000001	28	0.4	300	[31000001,31300000]
3	31300001	26	0.371429	300	[31300001,31600000]
3	31600001	27	0.385714	100	[31600001,31700000]
3	31700001	26	0.371429	100	[31700001,31800000]
3	31800001	25	0.357143	300	[31800001,32100000]
3	32100001	26	0.371429	200	[32100001,32300000]
3	32300001	20	0.285714	600	[32300001,32900000]
3	32900001	17	0.242857	400	[32900001,33300000]
3	33300001	18	0.257143	500	[33300001,33800000]
3	33800001	17	0.242857	200	[33800001,34000000]
3	35100001	15	0.214286	600	[35100001,35700000]
3	35700001	16	0.228571	800	[35700001,36500000]
3	48400001	15	0.214286	100	[48400001,48500000]
3	53900001	15	0.214286	400	[53900001,54300000]
3	54400001	15	0.214286	300	[54400001,54700000]
3	54800001	15	0.214286	400	[54800001,55200000]
3	55500001	15	0.214286	400	[55500001,55900000]
3	55900001	19	0.271429	700	[55900001,56600000]
3	56600001	20	0.285714	100	[56600001,56700000]
3	56700001	19	0.271429	300	[56700001,57000000]
3	57000001	21	0.3	100	[57000001,57100000]
3	57100001	19	0.271429	200	[57100001,57300000]
3	57300001	18	0.257143	100	[57300001,57400000]
3	57400001	16	0.228571	100	[57400001,57500000]
3	57500001	17	0.242857	400	[57500001,57900000]
3	57900001	16	0.228571	400	[57900001,58300000]
3	58300001	15	0.214286	400	[58300001,58700000]
3	58700001	16	0.228571	200	[58700001,58900000]
3	58900001	17	0.242857	200	[58900001,59100000]
