Sim_name	Avg_He
sim_1_selection_model_s06_chr3	NA
sim_2_selection_model_s06_chr3	NA
sim_3_selection_model_s06_chr3	NA
sim_4_selection_model_s06_chr3	NA
sim_5_selection_model_s06_chr3	NA
sim_6_selection_model_s06_chr3	0.49924327
sim_7_selection_model_s06_chr3	NA
sim_8_selection_model_s06_chr3	0.330674974033333
sim_9_selection_model_s06_chr3	NA
sim_10_selection_model_s06_chr3	0.426545475
sim_11_selection_model_s06_chr3	0.278041495846825
sim_12_selection_model_s06_chr3	0.18573408
sim_13_selection_model_s06_chr3	NA
sim_14_selection_model_s06_chr3	NA
sim_15_selection_model_s06_chr3	0.402909573301253
sim_16_selection_model_s06_chr3	NA
sim_17_selection_model_s06_chr3	NA
sim_18_selection_model_s06_chr3	0.451667210538462
sim_19_selection_model_s06_chr3	0.41806848
sim_20_selection_model_s06_chr3	NA
