#IID	F_ROH	ROH_length_kB	KBAVG
25711	0.32641	30156.8	10052.3
25712	0.20731	19152.7	6384.22
25713	0.29995	27711.7	5542.34
25714	0.34224	31618.9	7904.74
25715	0.31943	29511.6	9837.21
25716	0.16764	15487.9	5162.65
25717	0.42672	39424	7884.79
25718	0.20287	18742.6	6247.52
25719	0.34742	32097.9	8024.48
25720	0.09835	9086.44	4543.22
25721	0.13683	12641.8	6320.89
25722	0.26168	24175.9	6043.98
25723	0.22408	20702	5175.5
25724	0.31445	29051.5	9683.84
25725	0.30077	27787.4	4631.24
25726	0.22758	21025.3	5256.33
25727	0.27081	25019.7	8339.91
25728	0.25625	23674.6	11837.3
25729	0.21605	19960.2	4990.05
25730	0.09089	8397.24	4198.62
25731	0.29333	27100	13550
25732	0.25055	23147.5	5786.89
25733	0.37614	34750.7	11583.6
25734	0.26542	24521.3	8173.75
25735	0.03004	2775.07	2775.07
25736	0.10190	9414.56	4707.28
25737	0.32760	30266.3	6053.27
25738	0.32703	30213.7	6042.74
25739	0.20339	18790.6	9395.3
25740	0.47092	43507.7	10876.9
25741	0.19911	18395.9	6131.97
25742	0.23114	21354.7	5338.68
25743	0.04182	3864.13	3864.13
25744	0.41016	37894	7578.8
25745	0.44022	40671	13557
25746	0.32372	29908.1	5981.62
25747	0.28417	26254.3	8751.43
25748	0.37939	35050.8	35050.8
25749	0.35034	32367.7	10789.2
25750	0.26352	24346.3	6086.58
25751	0.15069	13922.4	4640.79
25752	0.03802	3512.91	3512.91
25753	0.24010	22182.6	5545.66
25754	0.40557	37469.9	9367.46
25755	0.15026	13882	4627.34
25756	0.37679	34810.9	11603.6
25757	0.77434	71539.7	23846.6
25758	0.34105	31508.9	10503
25759	0.20538	18975	6325.01
25760	0.24553	22683.9	5670.98
25761	0.24570	22700	7566.65
25762	0.44518	41129.3	6854.89
25763	0.12017	11102.2	3700.73
25764	0.15033	13888.7	6944.33
25765	0.30652	28319	7079.74
25766	0.37928	35040.7	5005.81
25767	0.27246	25171.9	12586
25768	0.18181	16797.1	5599.03
25769	0.27649	25544.6	8514.87
25770	0.45531	42065.6	8413.11
25771	0.15626	14436.9	7218.43
25772	0.16414	15164.8	5054.93
25773	0.24365	22510.2	5627.54
25774	0.00000	0	0
25775	0.31005	28645.1	5729.03
25776	0.29307	27076.1	6769.02
25777	0.23183	21418.4	4283.69
25778	0.40270	37204.7	6200.78
25779	0.18806	17374.5	5791.49
25780	0.26125	24136.2	6034.05
25781	0.25412	23478.1	3913.01
25782	0.24660	22782.7	7594.24
25783	0.54815	50642.7	8440.45
25784	0.24230	22386.1	5596.51
25785	0.27460	25369.5	6342.38
25786	0.36067	33321.9	6664.39
25787	0.40088	37036.8	9259.2
25788	0.13625	12588.2	4196.08
25789	0.22273	20577.5	10288.7
25790	0.43629	40308	6718
25791	0.48058	44400.1	11100
25792	0.31666	29255.9	7313.96
25793	0.25561	23615.5	5903.88
25794	0.29856	27583.6	6895.91
25795	0.49352	45595.2	7599.2
25796	0.34398	31779.4	6355.89
25797	0.21783	20125.1	10062.6
25798	0.25099	23188.3	5797.08
25799	0.29683	27424.1	9141.38
25800	0.41538	38376.4	9594.1
