sim_1_selection_model_s03_chr3	40030133
sim_2_selection_model_s03_chr3	50653581
sim_3_selection_model_s03_chr3	14069089
sim_4_selection_model_s03_chr3	65046467
sim_5_selection_model_s03_chr3	34154692
sim_6_selection_model_s03_chr3	42541350
sim_7_selection_model_s03_chr3	64134220
sim_8_selection_model_s03_chr3	59475709
sim_9_selection_model_s03_chr3	87129175
sim_10_selection_model_s03_chr3	37839031
sim_11_selection_model_s03_chr3	73675008
sim_12_selection_model_s03_chr3	18239688
sim_13_selection_model_s03_chr3	49357156
sim_14_selection_model_s03_chr3	52143336
sim_15_selection_model_s03_chr3	76602222
sim_16_selection_model_s03_chr3	2812397
sim_17_selection_model_s03_chr3	64181108
sim_18_selection_model_s03_chr3	12744543
sim_19_selection_model_s03_chr3	30144404
sim_20_selection_model_s03_chr3	11680778
