sim_1_selection_model_s01_chr3	30776093
sim_2_selection_model_s01_chr3	80159375
sim_3_selection_model_s01_chr3	46936431
sim_4_selection_model_s01_chr3	28808601
sim_5_selection_model_s01_chr3	39925120
sim_6_selection_model_s01_chr3	8837965
sim_7_selection_model_s01_chr3	7827625
sim_8_selection_model_s01_chr3	7524332
sim_9_selection_model_s01_chr3	6527233
sim_10_selection_model_s01_chr3	61266758
sim_11_selection_model_s01_chr3	24826645
sim_12_selection_model_s01_chr3	59849754
sim_13_selection_model_s01_chr3	48400644
sim_14_selection_model_s01_chr3	62412087
sim_15_selection_model_s01_chr3	66307442
sim_16_selection_model_s01_chr3	88455745
sim_17_selection_model_s01_chr3	4880912
sim_18_selection_model_s01_chr3	52537712
sim_19_selection_model_s01_chr3	81077920
sim_20_selection_model_s01_chr3	85648445
