Sim_name	Avg_He
sim_1_selection_model_s07_chr3	0.00394346305958028
sim_2_selection_model_s07_chr3	0
sim_3_selection_model_s07_chr3	0.0145915952880251
sim_4_selection_model_s07_chr3	0.00989823903289465
sim_5_selection_model_s07_chr3	0.00037278112790404
sim_6_selection_model_s07_chr3	0.0817512310093238
sim_7_selection_model_s07_chr3	0.000317844532075472
sim_8_selection_model_s07_chr3	0.00185453487128205
sim_9_selection_model_s07_chr3	0.00336624350929766
sim_10_selection_model_s07_chr3	0.00121395623777778
sim_11_selection_model_s07_chr3	0.186128957277643
sim_12_selection_model_s07_chr3	0.155331905980357
sim_13_selection_model_s07_chr3	0.175156144832198
sim_14_selection_model_s07_chr3	0
sim_15_selection_model_s07_chr3	0.189879715815203
sim_16_selection_model_s07_chr3	0.12278311615
sim_17_selection_model_s07_chr3	0.262438393232356
sim_18_selection_model_s07_chr3	0.171078879824766
sim_19_selection_model_s07_chr3	0.165892897641003
sim_20_selection_model_s07_chr3	0.00755349691095904
