Sim_name	Avg_He
sim_1_selection_model_s08_chr3	0
sim_2_selection_model_s08_chr3	0
sim_3_selection_model_s08_chr3	0.0800585673222911
sim_4_selection_model_s08_chr3	0
sim_5_selection_model_s08_chr3	0.218155392811549
sim_6_selection_model_s08_chr3	0.229223584393551
sim_7_selection_model_s08_chr3	0.0207430197081014
sim_8_selection_model_s08_chr3	0.122043676043893
sim_9_selection_model_s08_chr3	0.00489408607713723
sim_10_selection_model_s08_chr3	0.0683803126127323
sim_11_selection_model_s08_chr3	0
sim_12_selection_model_s08_chr3	0.185900707566575
sim_13_selection_model_s08_chr3	0.101870088115385
sim_14_selection_model_s08_chr3	0.00169625897890909
sim_15_selection_model_s08_chr3	0.00514560577017257
sim_16_selection_model_s08_chr3	0.226001721362349
sim_17_selection_model_s08_chr3	0
sim_18_selection_model_s08_chr3	0.0107664834433175
sim_19_selection_model_s08_chr3	0
sim_20_selection_model_s08_chr3	0.00300470528279202
