Sim_name	Avg_He
sim_1_selection_model_s05_chr3	0.0438326145919493
sim_2_selection_model_s05_chr3	0.00119580627705628
sim_3_selection_model_s05_chr3	0.00680283220608197
sim_4_selection_model_s05_chr3	0.0973342119541338
sim_5_selection_model_s05_chr3	0.00728192455494595
sim_6_selection_model_s05_chr3	0.002422
sim_7_selection_model_s05_chr3	0.0121532026143791
sim_8_selection_model_s05_chr3	0.0609294085298382
sim_9_selection_model_s05_chr3	0.06156
sim_10_selection_model_s05_chr3	0.0225378042752001
sim_11_selection_model_s05_chr3	0.00374741447478613
sim_12_selection_model_s05_chr3	0.00245191662504162
sim_13_selection_model_s05_chr3	0.101335507990819
sim_14_selection_model_s05_chr3	0.00342328164160401
sim_15_selection_model_s05_chr3	0.0221046806318681
sim_16_selection_model_s05_chr3	0.0108780617095323
sim_17_selection_model_s05_chr3	0
sim_18_selection_model_s05_chr3	0.0189159130366162
sim_19_selection_model_s05_chr3	0.00730415883323026
sim_20_selection_model_s05_chr3	0.018577159541847
