Sim_name	Avg_He
sim_1_selection_model_s06_chr3	0.00543533487345987
sim_2_selection_model_s06_chr3	0.004463650628885
sim_3_selection_model_s06_chr3	0.00347184677181793
sim_4_selection_model_s06_chr3	0.00178102941176471
sim_5_selection_model_s06_chr3	0.00244444503413253
sim_6_selection_model_s06_chr3	0.017349593516387
sim_7_selection_model_s06_chr3	0.00365384615384615
sim_8_selection_model_s06_chr3	0.0346376653439153
sim_9_selection_model_s06_chr3	0.00557989567621921
sim_10_selection_model_s06_chr3	0.0569916376033303
sim_11_selection_model_s06_chr3	0.0968820730118647
sim_12_selection_model_s06_chr3	0.00728483306706521
sim_13_selection_model_s06_chr3	0.00639573298229548
sim_14_selection_model_s06_chr3	0.00397001190476191
sim_15_selection_model_s06_chr3	0
sim_16_selection_model_s06_chr3	0.00568325607263107
sim_17_selection_model_s06_chr3	0.00744598252743633
sim_18_selection_model_s06_chr3	0.00396216968795094
sim_19_selection_model_s06_chr3	0.00792973921963518
sim_20_selection_model_s06_chr3	0.00158677398989899
