CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
3	9100001	33	0.471429	700	[9100001,9800000]
3	10500001	33	0.471429	1500	[10500001,12000000]
3	12000001	32	0.457143	400	[12000001,12400000]
3	12400001	34	0.485714	400	[12400001,12800000]
3	13100001	33	0.471429	100	[13100001,13200000]
3	13400001	32	0.457143	200	[13400001,13600000]
3	13600001	33	0.471429	600	[13600001,14200000]
3	14200001	47	0.671429	300	[14200001,14500000]
3	14500001	51	0.728571	900	[14500001,15400000]
3	15400001	53	0.757143	100	[15400001,15500000]
3	15500001	54	0.771429	500	[15500001,16000000]
3	16000001	70	1	4300	[16000001,20300000]
3	20300001	32	0.457143	100	[20300001,20400000]
3	20500001	33	0.471429	200	[20500001,20700000]
3	20700001	32	0.457143	300	[20700001,21000000]
3	21000001	38	0.542857	400	[21000001,21400000]
3	27000001	32	0.457143	200	[27000001,27200000]
3	27400001	32	0.457143	600	[27400001,28000000]
3	28200001	33	0.471429	100	[28200001,28300000]
3	28300001	32	0.457143	700	[28300001,29000000]
3	29000001	33	0.471429	400	[29000001,29400000]
3	36400001	32	0.457143	200	[36400001,36600000]
3	37400001	32	0.457143	400	[37400001,37800000]
3	37800001	33	0.471429	400	[37800001,38200000]
3	46000001	33	0.471429	600	[46000001,46600000]
3	46600001	32	0.457143	400	[46600001,47000000]
3	47000001	35	0.5	200	[47000001,47200000]
3	47200001	32	0.457143	1900	[47200001,49100000]
3	66800001	35	0.5	400	[66800001,67200000]
3	67200001	38	0.542857	300	[67200001,67500000]
3	67500001	40	0.571429	200	[67500001,67700000]
3	67700001	41	0.585714	200	[67700001,67900000]
3	67900001	40	0.571429	300	[67900001,68200000]
3	68200001	41	0.585714	100	[68200001,68300000]
3	68300001	39	0.557143	200	[68300001,68500000]
3	68500001	38	0.542857	200	[68500001,68700000]
3	68700001	37	0.528571	500	[68700001,69200000]
3	69200001	43	0.614286	100	[69200001,69300000]
3	69300001	50	0.714286	700	[69300001,70000000]
3	70000001	46	0.657143	100	[70000001,70100000]
3	70100001	34	0.485714	200	[70100001,70300000]
3	70300001	33	0.471429	1400	[70300001,71700000]
3	71700001	32	0.457143	100	[71700001,71800000]
3	72000001	33	0.471429	300	[72000001,72300000]
3	72300001	39	0.557143	100	[72300001,72400000]
3	72400001	33	0.471429	200	[72400001,72600000]
3	72600001	32	0.457143	300	[72600001,72900000]
3	72900001	33	0.471429	600	[72900001,73500000]
3	83500001	32	0.457143	900	[83500001,84400000]
3	84400001	33	0.471429	300	[84400001,84700000]
3	84700001	34	0.485714	600	[84700001,85300000]
3	85300001	38	0.542857	100	[85300001,85400000]
3	85400001	33	0.471429	200	[85400001,85600000]
3	9800000	33	0.471429	700	[9100001,9800000]
3	12000000	33	0.471429	1500	[10500001,12000000]
3	12400000	32	0.457143	400	[12000001,12400000]
3	12800000	34	0.485714	400	[12400001,12800000]
3	13200000	33	0.471429	100	[13100001,13200000]
3	13600000	32	0.457143	200	[13400001,13600000]
3	14200000	33	0.471429	600	[13600001,14200000]
3	14500000	47	0.671429	300	[14200001,14500000]
3	15400000	51	0.728571	900	[14500001,15400000]
3	15500000	53	0.757143	100	[15400001,15500000]
3	16000000	54	0.771429	500	[15500001,16000000]
3	20300000	70	1	4300	[16000001,20300000]
3	20400000	32	0.457143	100	[20300001,20400000]
3	20700000	33	0.471429	200	[20500001,20700000]
3	21000000	32	0.457143	300	[20700001,21000000]
3	21400000	38	0.542857	400	[21000001,21400000]
3	27200000	32	0.457143	200	[27000001,27200000]
3	28000000	32	0.457143	600	[27400001,28000000]
3	28300000	33	0.471429	100	[28200001,28300000]
3	29000000	32	0.457143	700	[28300001,29000000]
3	29400000	33	0.471429	400	[29000001,29400000]
3	36600000	32	0.457143	200	[36400001,36600000]
3	37800000	32	0.457143	400	[37400001,37800000]
3	38200000	33	0.471429	400	[37800001,38200000]
3	46600000	33	0.471429	600	[46000001,46600000]
3	47000000	32	0.457143	400	[46600001,47000000]
3	47200000	35	0.5	200	[47000001,47200000]
3	49100000	32	0.457143	1900	[47200001,49100000]
3	67200000	35	0.5	400	[66800001,67200000]
3	67500000	38	0.542857	300	[67200001,67500000]
3	67700000	40	0.571429	200	[67500001,67700000]
3	67900000	41	0.585714	200	[67700001,67900000]
3	68200000	40	0.571429	300	[67900001,68200000]
3	68300000	41	0.585714	100	[68200001,68300000]
3	68500000	39	0.557143	200	[68300001,68500000]
3	68700000	38	0.542857	200	[68500001,68700000]
3	69200000	37	0.528571	500	[68700001,69200000]
3	69300000	43	0.614286	100	[69200001,69300000]
3	70000000	50	0.714286	700	[69300001,70000000]
3	70100000	46	0.657143	100	[70000001,70100000]
3	70300000	34	0.485714	200	[70100001,70300000]
3	71700000	33	0.471429	1400	[70300001,71700000]
3	71800000	32	0.457143	100	[71700001,71800000]
3	72300000	33	0.471429	300	[72000001,72300000]
3	72400000	39	0.557143	100	[72300001,72400000]
3	72600000	33	0.471429	200	[72400001,72600000]
3	72900000	32	0.457143	300	[72600001,72900000]
3	73500000	33	0.471429	600	[72900001,73500000]
3	84400000	32	0.457143	900	[83500001,84400000]
3	84700000	33	0.471429	300	[84400001,84700000]
3	85300000	34	0.485714	600	[84700001,85300000]
3	85400000	38	0.542857	100	[85300001,85400000]
3	85600000	33	0.471429	200	[85400001,85600000]
