Simulation	Fifth_Percentile	Avg_H_e
Simulation 11	0.081463125	0.275129837984739
Simulation 3	0.0836875	0.280332957573422
Simulation 16	0.08595	0.277952627138923
Simulation 12	0.09095753125	0.260573028557468
Simulation 19	0.093229	0.275216351550515
Simulation 1	0.0991459375	0.277359175500483
Simulation 14	0.0994875	0.274514165414755
Simulation 2	0.102446875	0.284618676882417
Simulation 7	0.1040953125	0.275871623250029
Simulation 10	0.1071875	0.28328436277607
Simulation 5	0.114114166666667	0.294107832907936
Simulation 8	0.116804375	0.283178715603266
Simulation 9	0.1171875	0.280016134156036
Simulation 20	0.118878375	0.288107057548443
Simulation 6	0.119570598958333	0.29168633077916
Simulation 17	0.12005125	0.28219043424699
Simulation 15	0.121227083333333	0.286213244138674
Simulation 4	0.124111770833333	0.298449513118241
Simulation 13	0.131146666666667	0.294157702636259
Simulation 18	0.133828794642857	0.295688166850246
