Simulation	Fifth_Percentile	Avg_H_e
Simulation 13	0.0628875	0.258805694371429
Simulation 17	0.0693196875	0.25229900685303
Simulation 3	0.07624265625	0.268676003535496
Simulation 20	0.0808150520833333	0.279858141893934
Simulation 6	0.0905928125	0.274149879177142
Simulation 5	0.09498	0.27792829386839
Simulation 15	0.095	0.27445060042363
Simulation 19	0.0954228125	0.282311813495222
Simulation 9	0.0978884375	0.291771929040424
Simulation 12	0.0994875	0.288336628634122
Simulation 14	0.111610520833333	0.281141901832245
Simulation 8	0.113946318181818	0.290005913476598
Simulation 1	0.11812625	0.27656086280317
Simulation 4	0.118425	0.301689505940891
Simulation 2	0.1197090625	0.307783629183199
Simulation 18	0.121535104166667	0.299580508763584
Simulation 7	0.12155	0.306328025975818
Simulation 16	0.12481984375	0.290609042716425
Simulation 10	0.14184	0.299689518386257
Simulation 11	0.1447675625	0.297026576962104
