Simulation	Fifth_Percentile	Avg_H_e
Simulation 12	0.0439875	0.264053198794728
Simulation 7	0.0630510416666667	0.253002251773196
Simulation 9	0.06799375	0.253629936541016
Simulation 16	0.0746020833333333	0.263264989571358
Simulation 8	0.0768	0.284249220808284
Simulation 2	0.0837314583333333	0.265770212608354
Simulation 4	0.09039375	0.272055458834529
Simulation 3	0.09045875	0.28629606091025
Simulation 5	0.0917727083333333	0.278013609234087
Simulation 18	0.0925505625	0.273600591728582
Simulation 11	0.0947916666666667	0.28087323922724
Simulation 13	0.0994875	0.278112416110957
Simulation 10	0.103183125	0.29515979021334
Simulation 14	0.10395	0.282918804950532
Simulation 19	0.1073746875	0.296899721639326
Simulation 15	0.1083875	0.296657830907801
Simulation 6	0.111597916666667	0.298137350695033
Simulation 1	0.118733285714286	0.297756402640698
Simulation 17	0.12491056547619	0.299507215238321
Simulation 20	0.1263375	0.287626460990113
