Simulation	Fifth_Percentile	Avg_H_e
Simulation 1	0.06552375	0.270270752878354
Simulation 16	0.0721875	0.256138398318404
Simulation 13	0.0761660416666667	0.279240251901694
Simulation 19	0.0794083333333333	0.276393251792802
Simulation 18	0.082076	0.278636204555601
Simulation 5	0.08398421875	0.27963644513649
Simulation 14	0.08598375	0.274673307196198
Simulation 6	0.08874125	0.27973771506443
Simulation 12	0.088864125	0.274342600103108
Simulation 8	0.0897903571428571	0.283024278503844
Simulation 7	0.0928996875	0.271864507115395
Simulation 4	0.0972859375	0.276365273186015
Simulation 2	0.097424375	0.274047749211081
Simulation 10	0.0986721875	0.274973143948682
Simulation 17	0.0993303125	0.293829438418372
Simulation 11	0.1099028125	0.290111620391439
Simulation 3	0.111096651785714	0.279171646476078
Simulation 20	0.1146135	0.291354773765206
Simulation 15	0.120414464285714	0.284207480853944
Simulation 9	0.126204	0.293512448147035
