Simulation	Fifth_Percentile	Avg_H_e
Simulation 17	0.0539135403725	0.305579350909498
Simulation 12	0.0696678008	0.285191823216419
Simulation 20	0.0734591765618182	0.289448698918505
Simulation 7	0.0771554375866667	0.308859887311587
Simulation 14	0.0781920817357143	0.304061567356024
Simulation 8	0.08594531069	0.272906770743636
Simulation 5	0.09381008839	0.305147749280644
Simulation 9	0.0951731175866667	0.307614747808293
Simulation 13	0.0982514478	0.295530741228751
Simulation 2	0.1046972472	0.311364516276217
Simulation 1	0.10518721698	0.296294473039396
Simulation 16	0.10725362706	0.29367702751484
Simulation 10	0.109014751806	0.316874931916728
Simulation 4	0.1103606725425	0.314956230944518
Simulation 3	0.118484477742857	0.310112764900173
Simulation 15	0.143588251701333	0.335295492434054
Simulation 19	0.144845457855	0.328262672225832
Simulation 6	0.1502649927145	0.32681047714162
Simulation 11	0.153724185516	0.329889262194188
Simulation 18	0.184878560685714	0.34681458702213
