Simulation	Fifth_Percentile	Avg_H_e
Simulation 7	0.0378165632	0.251011227680997
Simulation 5	0.0639519333805555	0.301513808103936
Simulation 8	0.06452563518	0.295672391907517
Simulation 3	0.0778171600971429	0.299952636842848
Simulation 15	0.0851852472	0.313004769252872
Simulation 19	0.08969975025	0.290361387803727
Simulation 17	0.1118587127575	0.303089090420262
Simulation 12	0.117685475261429	0.32553503179524
Simulation 13	0.11939256636	0.328052284844373
Simulation 4	0.1255992603655	0.311732170696898
Simulation 9	0.140432550026667	0.330496289472703
Simulation 14	0.142438120932143	0.328978297278888
Simulation 1	0.143304630955	0.33688494279389
Simulation 20	0.14448841125	0.32170801018698
Simulation 2	0.151774382057429	0.345725251867636
Simulation 11	0.1546440751475	0.36607607955231
Simulation 6	0.155825566946667	0.32166456862615
Simulation 16	0.156618256281399	0.344289625263491
Simulation 18	0.168554676996	0.339053435622546
Simulation 10	0.19416218801	0.354541552956778
