Simulation	Fifth_Percentile	Avg_H_e
Simulation 7	0.0731565391371429	0.299821091535506
Simulation 20	0.113141961035	0.330544233565519
Simulation 12	0.11988763548	0.320357921437536
Simulation 13	0.126310023146333	0.306130755350091
Simulation 6	0.138770332783333	0.321013022142534
Simulation 10	0.144401672046	0.338610224192413
Simulation 5	0.1485505662	0.33424564229065
Simulation 8	0.151186280887879	0.337963209534544
Simulation 1	0.164418335696786	0.332627318667282
Simulation 19	0.166100796640476	0.329123174833882
Simulation 11	0.1662023979	0.342225028393314
Simulation 3	0.16662797289	0.325242085341406
Simulation 4	0.168081302724	0.324990408615857
Simulation 9	0.16858147449	0.332556995940742
Simulation 15	0.1802679629	0.341446757318987
Simulation 18	0.186553074333714	0.336019285280679
Simulation 16	0.187911198384444	0.339475935306153
Simulation 14	0.18855649858	0.337907489892435
Simulation 2	0.192608207925667	0.341493808679777
Simulation 17	0.214196346367	0.360547663818289
