Simulation	Fifth_Percentile	Avg_H_e
Simulation 4	0.0917354478	0.295629714798156
Simulation 12	0.09541128592	0.301320643387807
Simulation 3	0.096832746	0.306732094040439
Simulation 16	0.10088790276	0.313383594969651
Simulation 1	0.104921649681905	0.321437286596724
Simulation 20	0.104989424917576	0.31354543416955
Simulation 19	0.117449955	0.337434397393471
Simulation 5	0.1197789157	0.319033523723967
Simulation 7	0.125089928314	0.324859332617974
Simulation 18	0.128106857147619	0.316274520013172
Simulation 11	0.133761044155	0.325256601780454
Simulation 2	0.13862614935	0.324448928035459
Simulation 17	0.1407631444	0.325126254789039
Simulation 14	0.161073965284476	0.342000667231826
Simulation 15	0.166016989146667	0.350806099202611
Simulation 9	0.16624483248	0.328907398847824
Simulation 13	0.169063424925	0.346635241793154
Simulation 10	0.17252143588	0.337903537676821
Simulation 8	0.17871621828	0.348400753158259
Simulation 6	0.19675028169	0.359046765361783
