Simulation	Fifth_Percentile	Avg_H_e
Simulation 10	0.102806221585	0.297923498995693
Simulation 16	0.1411344757125	0.325882736755629
Simulation 6	0.1458318775	0.326068379423939
Simulation 11	0.1467209167	0.322379567335987
Simulation 19	0.152625042345	0.328212280364413
Simulation 18	0.152847057318571	0.353941472455092
Simulation 9	0.154152156355	0.32890865663107
Simulation 5	0.15670470757	0.333339713030519
Simulation 13	0.158448875	0.32913998071007
Simulation 1	0.159071669041212	0.334158832751261
Simulation 2	0.159819459574286	0.328118473745627
Simulation 3	0.163702577986	0.339759964000017
Simulation 20	0.170306910473571	0.33771436256838
Simulation 12	0.170397001613333	0.350146056019516
Simulation 15	0.17788264638	0.341855807333013
Simulation 8	0.179172427056	0.338149789197932
Simulation 4	0.17998477645	0.334597465362088
Simulation 17	0.182568888219	0.342255848764689
Simulation 7	0.183200299528	0.339906397512461
Simulation 14	0.1871046278	0.33995666904797
