Simulation	Fifth_Percentile	Avg_H_e
Simulation 3	0.0851852472	0.29270694779842
Simulation 12	0.08713477621	0.297541439280521
Simulation 10	0.089588333375	0.311177312150681
Simulation 14	0.0996587279886316	0.300115493948176
Simulation 20	0.104665590736667	0.327170868816873
Simulation 19	0.1070289697825	0.312312849572416
Simulation 4	0.108165602192222	0.310550602255871
Simulation 11	0.113098782175	0.323462206032615
Simulation 13	0.119522110793333	0.312288147930188
Simulation 16	0.131173553397143	0.333411950630308
Simulation 15	0.136612117988571	0.321937207596492
Simulation 6	0.144347121585	0.312768929418001
Simulation 18	0.149487535348	0.335841348845622
Simulation 9	0.151046772988667	0.332624576686807
Simulation 1	0.165289497433889	0.329074773320427
Simulation 5	0.169456160222	0.336477675525821
Simulation 8	0.17024880601619	0.349251303047343
Simulation 17	0.176646666127778	0.318736931923592
Simulation 2	0.190476901394545	0.350525367554141
Simulation 7	0.199388940233333	0.353195464575445
