Simulation	Fifth_Percentile	Avg_H_e
Simulation 6	0.0518130536	0.307019384260937
Simulation 2	0.06090904456	0.27160122339618
Simulation 15	0.068142924384	0.270458933459483
Simulation 7	0.0696678008	0.285535909812535
Simulation 20	0.071909955	0.301813440274305
Simulation 14	0.07367396162	0.28943224857323
Simulation 8	0.0785645568	0.320281579634888
Simulation 19	0.08190702228	0.278968909548292
Simulation 10	0.09725936103	0.318362555086391
Simulation 5	0.1025603832	0.29780156553573
Simulation 12	0.1213059608	0.339464768892735
Simulation 16	0.132121440248	0.317552642183856
Simulation 3	0.135041952521667	0.321246090428907
Simulation 13	0.13872061566	0.341257359908017
Simulation 1	0.15692964111	0.339257553832999
Simulation 4	0.1572856586675	0.334542995807291
Simulation 17	0.16059764217875	0.32809822432016
Simulation 9	0.1762549412725	0.325210275307696
Simulation 11	0.176655569950769	0.345862664751195
Simulation 18	0.18459192535	0.343666068183419
