Simulation	Fifth_Percentile	Avg_H_e
Simulation 17	0.08364634446625	0.314313683947859
Simulation 5	0.0966024234	0.303174553808928
Simulation 14	0.0994112292225	0.295879678625062
Simulation 3	0.1023820512	0.327292660207842
Simulation 19	0.10241400525	0.330615186888963
Simulation 20	0.12028219714	0.317811946379516
Simulation 10	0.1323443665	0.320712344785095
Simulation 15	0.137501948885714	0.326205740832239
Simulation 9	0.139167753822222	0.341679679236439
Simulation 18	0.140718122035	0.329655148179123
Simulation 4	0.14196548601	0.313051294852441
Simulation 8	0.14774436481	0.339394816328487
Simulation 11	0.150693457831667	0.320912710021391
Simulation 1	0.151136955	0.320311840290427
Simulation 7	0.151401562254	0.335372108330915
Simulation 12	0.153576972895	0.329704712880444
Simulation 6	0.155017519423333	0.345105510536449
Simulation 16	0.158014741305556	0.325430074562383
Simulation 2	0.17947459578875	0.346705312477058
Simulation 13	0.18269107512	0.337416472746405
