Simulation	Fifth_Percentile	Avg_H_e
Simulation 14	0.0581804259375	0.287260572476388
Simulation 10	0.0762528326	0.307047386548682
Simulation 8	0.085405496875	0.282275426708095
Simulation 20	0.0885237503433333	0.323717009156328
Simulation 7	0.0886917373866667	0.305374316897642
Simulation 5	0.09367547953	0.294806661853775
Simulation 4	0.09383800318	0.294135411664556
Simulation 11	0.11010003459075	0.299979868285484
Simulation 3	0.12117557424	0.330579292188246
Simulation 12	0.132088964909762	0.348979823787167
Simulation 9	0.143242705911273	0.328507725388481
Simulation 6	0.15008558204	0.332019068190031
Simulation 13	0.157093386866667	0.340346401237303
Simulation 16	0.159876919926667	0.342898618992045
Simulation 17	0.16389266036	0.33789078901937
Simulation 1	0.1686043128	0.347533347739306
Simulation 2	0.17413887734975	0.330002172284062
Simulation 19	0.18	0.335081955149117
Simulation 18	0.181258507427571	0.339362592144921
Simulation 15	0.1875262878875	0.350597287337967
