Simulation	Fifth_Percentile	Avg_H_e
Simulation 8	0.071788093925	0.261860267347958
Simulation 7	0.07954825985	0.316993641932327
Simulation 14	0.0806393056193333	0.297732033864382
Simulation 20	0.08819141424	0.299343354160575
Simulation 5	0.0902734429333333	0.289475289365256
Simulation 19	0.0918258048	0.305873586684631
Simulation 12	0.09407592442	0.31072601941795
Simulation 9	0.105629166728333	0.306566269508295
Simulation 3	0.1064302185	0.325437049826278
Simulation 13	0.112748960544	0.319857667724353
Simulation 6	0.123885698072727	0.33009129753979
Simulation 1	0.1278195426725	0.318810601187605
Simulation 17	0.1279929273	0.319003997827254
Simulation 15	0.130351705525	0.348368181405639
Simulation 10	0.133780761216	0.323921603551357
Simulation 16	0.15685583416	0.331623146583633
Simulation 2	0.16097808676	0.335535714837062
Simulation 11	0.1659060296	0.335537958030876
Simulation 18	0.17358846611	0.35090101542183
Simulation 4	0.19755558785	0.349498434043828
