Simulation	Fifth_Percentile	Avg_H_e
Simulation 16	0.09326975262	0.305048643227552
Simulation 14	0.0953827218358333	0.293878805517616
Simulation 6	0.1002747128	0.302674013572148
Simulation 18	0.110645542162286	0.307628801490746
Simulation 15	0.1121119056	0.292236124015787
Simulation 3	0.113453771006667	0.309387572798749
Simulation 8	0.11350428217	0.308248227886132
Simulation 20	0.115938657864	0.313639011772811
Simulation 9	0.116924955	0.308349957581232
Simulation 17	0.11916466456	0.297993366741006
Simulation 10	0.1206384099	0.301990293531489
Simulation 12	0.122142977278571	0.321869286386336
Simulation 5	0.139848170391667	0.308647298060139
Simulation 4	0.14761449531	0.342730763322787
Simulation 13	0.156645492884	0.358072800169689
Simulation 7	0.1659740799	0.350771955494375
Simulation 11	0.167024010275	0.358181461932733
Simulation 2	0.176254628846154	0.346761167498583
Simulation 1	0.179333058518462	0.346848770292141
Simulation 19	0.187947531292	0.351325697958853
