Simulation	Fifth_Percentile	Avg_H_e
Simulation 8	0.100935231583	0.323918405630588
Simulation 10	0.109008824293333	0.327878396079291
Simulation 18	0.12553984471	0.317892239317876
Simulation 11	0.129356636013333	0.312146638033949
Simulation 13	0.139354893586667	0.328007829059431
Simulation 16	0.141533821085	0.324746475930957
Simulation 12	0.146177029177778	0.321075592046895
Simulation 19	0.146426291236	0.321975625183843
Simulation 9	0.147350052975	0.311485718432563
Simulation 7	0.148908552292	0.317893242518078
Simulation 6	0.1531054782	0.319396887077802
Simulation 15	0.159058249613571	0.331045075557356
Simulation 5	0.16383842905	0.329710540548719
Simulation 2	0.16636922708	0.327131544145927
Simulation 4	0.16687523091	0.321629034221089
Simulation 3	0.167510147316429	0.333243528947262
Simulation 14	0.16829258876	0.331751996313603
Simulation 17	0.17853004708125	0.340509159261387
Simulation 20	0.181921901364	0.349468840009214
Simulation 1	0.182319828656667	0.334883310606948
