Simulation	Fifth_Percentile	Avg_H_e
Simulation 2	0.072464955	0.309820677829969
Simulation 11	0.0960613038	0.298546702254658
Simulation 9	0.10200070574	0.301054137084445
Simulation 18	0.10486051125	0.308804574580041
Simulation 12	0.1051688692	0.312188519157365
Simulation 6	0.118164784163117	0.30687767037501
Simulation 17	0.126921118727	0.306532998348094
Simulation 1	0.1291845038	0.310525728994287
Simulation 13	0.13064373175	0.336479231507056
Simulation 7	0.132184422641111	0.314268755120652
Simulation 20	0.136781161816	0.318128494512616
Simulation 16	0.14237926456	0.329841251909028
Simulation 14	0.14514544468	0.322873616784744
Simulation 8	0.147335086815	0.323634090106282
Simulation 4	0.171812626046667	0.332074417369826
Simulation 10	0.173837815558	0.341124957999079
Simulation 19	0.179672939773333	0.33290569840043
Simulation 5	0.186048807143333	0.346921634700879
Simulation 15	0.18627039127625	0.322780567102501
Simulation 3	0.189898582654	0.3424051617666
