Simulation	Fifth_Percentile	Avg_H_e
Simulation 17	0.0659116512	0.3308493825141
Simulation 4	0.0842410677666667	0.308548431493975
Simulation 5	0.0913771628025	0.291292123610883
Simulation 19	0.0916599852	0.305251509514508
Simulation 2	0.098759862649	0.295607595914582
Simulation 10	0.102628701375	0.313123013648973
Simulation 6	0.106019375825	0.309406430407728
Simulation 15	0.11231293368	0.285217225278171
Simulation 18	0.116000638676635	0.298263774352133
Simulation 9	0.128983162622857	0.319372228987991
Simulation 3	0.129512567528571	0.328566790116635
Simulation 12	0.132497266447143	0.315035507100452
Simulation 20	0.138339978285333	0.320856715548464
Simulation 1	0.147478006865	0.328461407917044
Simulation 13	0.154199016555	0.320365020153896
Simulation 11	0.158733441735	0.344909419308999
Simulation 7	0.16622900604	0.32633525557686
Simulation 14	0.17564009016	0.351411117849863
Simulation 16	0.184722806138333	0.344984339443738
Simulation 8	0.197974811435	0.338100530705242
