Sim_name	Avg_He
sim_1_selection_model_s03_chr3	0.0902473664515556
sim_2_selection_model_s03_chr3	0.0504897752666667
sim_3_selection_model_s03_chr3	0.320516782363725
sim_4_selection_model_s03_chr3	0.217684324814952
sim_5_selection_model_s03_chr3	NA
sim_6_selection_model_s03_chr3	0.148404085124638
sim_7_selection_model_s03_chr3	0.1570092512
sim_8_selection_model_s03_chr3	0.405419903312585
sim_9_selection_model_s03_chr3	0.0548850048
sim_10_selection_model_s03_chr3	0.35996020545
sim_11_selection_model_s03_chr3	0.0836226957
sim_12_selection_model_s03_chr3	0.0728671408539683
sim_13_selection_model_s03_chr3	0.0738942981183673
sim_14_selection_model_s03_chr3	0.11138779763
sim_15_selection_model_s03_chr3	0.336831674390006
sim_16_selection_model_s03_chr3	0.0592840296285714
sim_17_selection_model_s03_chr3	0.04314142005
sim_18_selection_model_s03_chr3	0.04231867568
sim_19_selection_model_s03_chr3	0.102663718675
sim_20_selection_model_s03_chr3	0.1636809964
