#IID	F_ROH	ROH_length_kB	KBAVG
2551	0.24152	22696	7565.34
2552	0.17106	16074.7	4018.66
2553	0.22807	21431.5	7143.82
2554	0.26131	24555.4	6138.84
2555	0.32192	30251	7562.76
2556	0.10535	9900.1	4950.05
2557	0.28870	27129.3	5425.86
2558	0.23417	22004.8	4400.97
2559	0.17325	16280.8	8140.4
2560	0.14835	13940.8	6970.39
2561	0.14468	13595.6	6797.81
2562	0.27031	25401.1	6350.27
2563	0.45923	43154	10788.5
2564	0.16394	15405.3	3851.33
2565	0.25655	24108.2	8036.06
2566	0.28876	27135.3	5427.05
2567	0.52295	49142.1	16380.7
2568	0.04460	4191.14	4191.14
2569	0.00000	0	0
2570	0.15292	14369.9	3592.48
2571	0.10284	9663.66	4831.83
2572	0.15675	14729.7	4909.91
2573	0.08101	7612.27	3806.14
2574	0.13722	12894.8	4298.28
2575	0.31143	29265	9755.01
2576	0.16145	15171.2	7585.61
2577	0.19815	18620	6206.66
2578	0.40295	37865.6	12621.9
2579	0.36787	34569	8642.24
2580	0.26982	25355	25355
2581	0.35894	33730.1	6746.03
2582	0.44022	41368.2	8273.65
2583	0.20419	19187.6	6395.86
2584	0.31269	29383.3	4897.21
2585	0.34573	32488.2	8122.05
2586	0.27232	25590.4	6397.6
2587	0.38046	35752.4	8938.11
2588	0.43434	40815.2	10203.8
2589	0.28685	26955.2	4492.53
2590	0.33273	31267.1	7816.78
2591	0.08433	7924.91	3962.46
2592	0.39983	37572.3	7514.46
2593	0.32453	30496	7623.99
2594	0.45024	42309.5	10577.4
2595	0.21046	19777.2	19777.2
2596	0.26447	24852.9	8284.31
2597	0.15077	14167.9	7083.96
2598	0.30056	28243.5	14121.8
2599	0.10144	9532.51	4766.26
2600	0.36500	34299.1	8574.78
