#IID	F_ROH	ROH_length_kB	KBAVG
2551	0.19798	18598	6199.33
2552	0.34319	32239.6	8059.89
2553	0.33287	31269.7	6253.94
2554	0.36193	33999.3	8499.82
2555	0.11245	10563.6	10563.6
2556	0.39100	36730.7	7346.13
2557	0.32753	30768.5	7692.12
2558	0.28607	26873.3	6718.32
2559	0.14174	13314.9	4438.31
2560	0.37309	35047.9	11682.6
2561	0.52312	49141.8	12285.5
2562	0.46557	43735.3	8747.07
2563	0.11761	11047.9	5523.96
2564	0.11070	10399.4	5199.72
2565	0.29330	27552.2	5510.44
2566	0.13061	12269.4	4089.81
2567	0.21104	19825.4	4956.35
2568	0.22406	21048.2	5262.06
2569	0.39647	37244.7	9311.17
2570	0.13907	13064.1	4354.71
2571	0.19919	18711.5	6237.16
2572	0.20231	19005.3	6335.11
2573	0.73105	68675.2	22891.7
2574	0.39751	37342	12447.3
2575	0.07824	7349.79	3674.9
2576	0.20903	19636.6	9818.32
2577	0.20137	18916.4	6305.46
2578	0.20870	19604.8	6534.93
2579	0.18676	17544.5	4386.12
2580	0.34115	32047.4	10682.5
2581	0.18408	17292.5	4323.13
2582	0.32274	30318.3	10106.1
2583	0.51536	48413.2	9682.65
2584	0.15959	14992.2	4997.4
2585	0.24965	23451.8	4690.36
2586	0.22943	21552.6	7184.2
2587	0.47145	44287.5	8857.5
2588	0.18064	16968.9	16968.9
2589	0.21810	20488.4	6829.47
2590	0.41877	39339.5	6556.59
2591	0.75031	70484.3	23494.8
2592	0.40092	37662.2	9415.54
2593	0.32588	30613.5	7653.37
2594	0.23012	21617.4	4323.47
2595	0.27272	25619.6	12809.8
2596	0.17443	16385.6	5461.86
2597	0.30784	28918.8	5783.75
2598	0.37079	34832	8708.01
2599	0.36224	34029.1	6805.82
2600	0.10696	10047.8	5023.9
