#IID	F_ROH	ROH_length_kB	KBAVG
2551	0.34422	31829.6	7957.4
2552	0.10036	9279.95	4639.97
2553	0.21040	19455.9	6485.3
2554	0.13482	12466.8	6233.38
2555	0.28117	25999.3	6499.83
2556	0.17881	16534.2	5511.41
2557	0.61255	56642	9440.33
2558	0.12666	11711.7	3903.9
2559	0.25866	23918.2	4783.65
2560	0.23626	21846.5	5461.63
2561	0.09314	8613.01	4306.51
2562	0.15505	14337.5	4779.15
2563	0.12276	11351.2	5675.59
2564	0.37301	34491.9	5748.65
2565	0.27026	24990.8	4165.13
2566	0.37745	34902.5	6980.49
2567	0.44472	41122.7	10280.7
2568	0.17911	16562.1	8281.07
2569	0.43395	40126.7	6687.78
2570	0.38601	35694	7138.8
2571	0.81406	75275.5	15055.1
2572	0.33703	31164.4	6232.88
2573	0.43204	39950.4	6658.4
2574	0.48899	45216.2	9043.24
2575	0.14817	13701	6850.48
2576	0.23939	22136	5534
2577	0.35980	33270.4	5545.06
2578	0.34028	31465.8	10488.6
2579	0.31517	29143.5	9714.51
2580	0.23766	21975.9	5493.98
2581	0.27957	25851.6	6462.9
2582	0.42472	39273.3	6545.55
2583	0.41218	38113.9	7622.77
2584	0.50631	46818.4	6688.34
2585	0.31213	28862.6	5772.53
2586	0.33490	30968.1	7742.03
2587	0.40175	37149.7	5307.1
2588	0.25088	23198.4	5799.61
2589	0.33890	31338	4476.86
2590	0.31196	28846.7	7211.66
2591	0.68310	63165.3	10527.6
2592	0.20701	19141.6	6380.53
2593	0.23983	22177.3	5544.32
2594	0.44554	41198.3	5885.47
2595	0.49359	45642	9128.4
2596	0.27492	25422	6355.51
2597	0.34092	31524.8	15762.4
2598	0.44150	40825.1	10206.3
2599	0.20543	18995.6	6331.88
2600	0.42537	39333.9	7866.78
