#IID	F_ROH	ROH_length_kB	KBAVG
2551	0.22160	20488	6829.34
2552	0.36382	33636.9	11212.3
2553	0.11282	10430.7	5215.36
2554	0.25617	23684.1	11842
2555	0.94531	87397.4	43698.7
2556	0.40541	37481.2	9370.31
2557	0.33970	31406.7	10468.9
2558	0.07650	7072.35	3536.17
2559	0.67664	62558.1	12511.6
2560	0.15293	14138.8	3534.69
2561	0.63294	58517.2	19505.7
2562	0.21362	19749.6	6583.19
2563	0.00000	0	0
2564	0.16660	15402.7	5134.25
2565	0.21774	20130.4	20130.4
2566	0.03633	3358.84	3358.84
2567	0.36722	33950.5	8487.62
2568	0.12882	11910.3	3970.1
2569	0.23282	21524.8	5381.2
2570	0.05848	5407.05	5407.05
2571	0.22363	20675.8	6891.92
2572	0.15447	14281.3	4760.44
2573	0.10034	9276.48	4638.24
2574	0.46594	43077.6	8615.51
2575	0.24659	22797.7	5699.42
2576	0.05674	5245.56	5245.56
2577	0.22845	21120.6	10560.3
2578	0.05152	4763.6	4763.6
2579	0.30298	28011.9	5602.37
2580	0.25928	23971.7	11985.8
2581	0.21366	19753.9	6584.65
2582	0.19687	18200.9	4550.22
2583	0.11210	10363.9	5181.95
2584	0.26336	24348.2	4869.65
2585	0.16194	14971.6	4990.52
2586	0.11252	10402.6	5201.28
2587	0.09658	8929.57	8929.57
2588	0.08063	7454.52	3727.26
2589	0.18811	17391	5796.99
2590	0.26001	24039.3	4807.86
2591	0.21567	19939.2	4984.79
2592	0.11982	11078.2	5539.1
2593	0.15664	14482.1	4827.36
2594	0.17910	16558.7	5519.57
2595	0.15437	14272.3	3568.08
2596	0.12411	11474.7	3824.9
2597	0.17796	16453.5	5484.49
2598	0.08177	7559.55	3779.77
2599	0.05877	5433.96	5433.96
2600	0.34136	31559.5	15779.8
