CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
3	23400001	15	0.3	2100	[23400001,25500000]
3	25500001	14	0.28	300	[25500001,25800000]
3	25800001	15	0.3	300	[25800001,26100000]
3	26100001	14	0.28	600	[26100001,26700000]
3	46500001	14	0.28	700	[46500001,47200000]
3	47800001	15	0.3	200	[47800001,48000000]
3	48000001	16	0.32	500	[48000001,48500000]
3	48500001	15	0.3	1700	[48500001,50200000]
3	50200001	14	0.28	700	[50200001,50900000]
3	50900001	15	0.3	500	[50900001,51400000]
3	51400001	14	0.28	100	[51400001,51500000]
3	56200001	14	0.28	1300	[56200001,57500000]
3	71300001	14	0.28	900	[71300001,72200000]
3	72200001	15	0.3	500	[72200001,72700000]
3	72700001	14	0.28	400	[72700001,73100000]
3	73100001	15	0.3	500	[73100001,73600000]
3	73600001	18	0.36	2500	[73600001,76100000]
3	76100001	16	0.32	600	[76100001,76700000]
3	76700001	17	0.34	1200	[76700001,77900000]
3	77900001	16	0.32	300	[77900001,78200000]
3	78200001	20	0.4	200	[78200001,78400000]
3	78400001	19	0.38	700	[78400001,79100000]
3	79100001	21	0.42	400	[79100001,79500000]
3	79500001	18	0.36	1600	[79500001,81100000]
3	81100001	17	0.34	200	[81100001,81300000]
3	81300001	19	0.38	100	[81300001,81400000]
3	81400001	16	0.32	1200	[81400001,82600000]
3	87700001	17	0.34	200	[87700001,87900000]
3	87900001	15	0.3	1300	[87900001,89200000]
3	89200001	17	0.34	1500	[89200001,90700000]
3	90700001	16	0.32	900	[90700001,91600000]
3	91600001	14	0.28	500	[91600001,92100000]
3	25500000	15	0.3	2100	[23400001,25500000]
3	25800000	14	0.28	300	[25500001,25800000]
3	26100000	15	0.3	300	[25800001,26100000]
3	26700000	14	0.28	600	[26100001,26700000]
3	47200000	14	0.28	700	[46500001,47200000]
3	48000000	15	0.3	200	[47800001,48000000]
3	48500000	16	0.32	500	[48000001,48500000]
3	50200000	15	0.3	1700	[48500001,50200000]
3	50900000	14	0.28	700	[50200001,50900000]
3	51400000	15	0.3	500	[50900001,51400000]
3	51500000	14	0.28	100	[51400001,51500000]
3	57500000	14	0.28	1300	[56200001,57500000]
3	72200000	14	0.28	900	[71300001,72200000]
3	72700000	15	0.3	500	[72200001,72700000]
3	73100000	14	0.28	400	[72700001,73100000]
3	73600000	15	0.3	500	[73100001,73600000]
3	76100000	18	0.36	2500	[73600001,76100000]
3	76700000	16	0.32	600	[76100001,76700000]
3	77900000	17	0.34	1200	[76700001,77900000]
3	78200000	16	0.32	300	[77900001,78200000]
3	78400000	20	0.4	200	[78200001,78400000]
3	79100000	19	0.38	700	[78400001,79100000]
3	79500000	21	0.42	400	[79100001,79500000]
3	81100000	18	0.36	1600	[79500001,81100000]
3	81300000	17	0.34	200	[81100001,81300000]
3	81400000	19	0.38	100	[81300001,81400000]
3	82600000	16	0.32	1200	[81400001,82600000]
3	87900000	17	0.34	200	[87700001,87900000]
3	89200000	15	0.3	1300	[87900001,89200000]
3	90700000	17	0.34	1500	[89200001,90700000]
3	91600000	16	0.32	900	[90700001,91600000]
3	92100000	14	0.28	500	[91600001,92100000]
