CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
3	100001	17	0.34	4500	[100001,4600000]
3	4600001	15	0.3	600	[4600001,5200000]
3	5200001	16	0.32	200	[5200001,5400000]
3	5400001	17	0.34	700	[5400001,6100000]
3	8800001	15	0.3	700	[8800001,9500000]
3	9500001	16	0.32	100	[9500001,9600000]
3	9600001	17	0.34	300	[9600001,9900000]
3	9900001	16	0.32	300	[9900001,10200000]
3	10200001	18	0.36	600	[10200001,10800000]
3	10800001	15	0.3	800	[10800001,11600000]
3	12600001	15	0.3	2300	[12600001,14900000]
3	32300001	15	0.3	100	[32300001,32400000]
3	37000001	16	0.32	100	[37000001,37100000]
3	37100001	17	0.34	800	[37100001,37900000]
3	37900001	16	0.32	1700	[37900001,39600000]
3	39600001	15	0.3	1000	[39600001,40600000]
3	40600001	17	0.34	300	[40600001,40900000]
3	45800001	16	0.32	400	[45800001,46200000]
3	46200001	15	0.3	1400	[46200001,47600000]
3	53700001	15	0.3	1300	[53700001,55000000]
3	55000001	16	0.32	400	[55000001,55400000]
3	55400001	17	0.34	900	[55400001,56300000]
3	56300001	19	0.38	300	[56300001,56600000]
3	56600001	18	0.36	100	[56600001,56700000]
3	56700001	19	0.38	100	[56700001,56800000]
3	56800001	18	0.36	600	[56800001,57400000]
3	57400001	17	0.34	200	[57400001,57600000]
3	57600001	18	0.36	200	[57600001,57800000]
3	57800001	16	0.32	1300	[57800001,59100000]
3	80700001	16	0.32	200	[80700001,80900000]
3	80900001	17	0.34	700	[80900001,81600000]
3	81600001	16	0.32	200	[81600001,81800000]
3	81800001	17	0.34	800	[81800001,82600000]
3	82600001	18	0.36	800	[82600001,83400000]
3	83400001	17	0.34	1200	[83400001,84600000]
3	84600001	18	0.36	900	[84600001,85500000]
3	88500001	15	0.3	1200	[88500001,89700000]
3	89700001	16	0.32	1800	[89700001,91500000]
3	4600000	17	0.34	4500	[100001,4600000]
3	5200000	15	0.3	600	[4600001,5200000]
3	5400000	16	0.32	200	[5200001,5400000]
3	6100000	17	0.34	700	[5400001,6100000]
3	9500000	15	0.3	700	[8800001,9500000]
3	9600000	16	0.32	100	[9500001,9600000]
3	9900000	17	0.34	300	[9600001,9900000]
3	10200000	16	0.32	300	[9900001,10200000]
3	10800000	18	0.36	600	[10200001,10800000]
3	11600000	15	0.3	800	[10800001,11600000]
3	14900000	15	0.3	2300	[12600001,14900000]
3	32400000	15	0.3	100	[32300001,32400000]
3	37100000	16	0.32	100	[37000001,37100000]
3	37900000	17	0.34	800	[37100001,37900000]
3	39600000	16	0.32	1700	[37900001,39600000]
3	40600000	15	0.3	1000	[39600001,40600000]
3	40900000	17	0.34	300	[40600001,40900000]
3	46200000	16	0.32	400	[45800001,46200000]
3	47600000	15	0.3	1400	[46200001,47600000]
3	55000000	15	0.3	1300	[53700001,55000000]
3	55400000	16	0.32	400	[55000001,55400000]
3	56300000	17	0.34	900	[55400001,56300000]
3	56600000	19	0.38	300	[56300001,56600000]
3	56700000	18	0.36	100	[56600001,56700000]
3	56800000	19	0.38	100	[56700001,56800000]
3	57400000	18	0.36	600	[56800001,57400000]
3	57600000	17	0.34	200	[57400001,57600000]
3	57800000	18	0.36	200	[57600001,57800000]
3	59100000	16	0.32	1300	[57800001,59100000]
3	80900000	16	0.32	200	[80700001,80900000]
3	81600000	17	0.34	700	[80900001,81600000]
3	81800000	16	0.32	200	[81600001,81800000]
3	82600000	17	0.34	800	[81800001,82600000]
3	83400000	18	0.36	800	[82600001,83400000]
3	84600000	17	0.34	1200	[83400001,84600000]
3	85500000	18	0.36	900	[84600001,85500000]
3	89700000	15	0.3	1200	[88500001,89700000]
3	91500000	16	0.32	1800	[89700001,91500000]
