CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
3	3100001	17	0.34	100	[3100001,3200000]
3	5400001	20	0.4	200	[5400001,5600000]
3	5600001	19	0.38	1000	[5600001,6600000]
3	6600001	17	0.34	200	[6600001,6800000]
3	6800001	18	0.36	1100	[6800001,7900000]
3	7900001	19	0.38	200	[7900001,8100000]
3	8100001	18	0.36	1000	[8100001,9100000]
3	9100001	17	0.34	300	[9100001,9400000]
3	9400001	19	0.38	200	[9400001,9600000]
3	20000001	17	0.34	200	[20000001,20200000]
3	20400001	17	0.34	1300	[20400001,21700000]
3	21700001	18	0.36	500	[21700001,22200000]
3	25100001	17	0.34	800	[25100001,25900000]
3	26100001	18	0.36	700	[26100001,26800000]
3	27100001	22	0.44	300	[27100001,27400000]
3	27400001	20	0.4	900	[27400001,28300000]
3	28300001	17	0.34	900	[28300001,29200000]
3	29200001	19	0.38	900	[29200001,30100000]
3	30100001	17	0.34	600	[30100001,30700000]
3	32900001	17	0.34	1200	[32900001,34100000]
3	34200001	23	0.46	400	[34200001,34600000]
3	34600001	25	0.5	1300	[34600001,35900000]
3	35900001	24	0.48	100	[35900001,36000000]
3	36000001	21	0.42	600	[36000001,36600000]
3	36600001	20	0.4	400	[36600001,37000000]
3	37000001	22	0.44	700	[37000001,37700000]
3	37700001	20	0.4	1400	[37700001,39100000]
3	39100001	21	0.42	500	[39100001,39600000]
3	39600001	20	0.4	200	[39600001,39800000]
3	51400001	17	0.34	400	[51400001,51800000]
3	51800001	18	0.36	900	[51800001,52700000]
3	54000001	17	0.34	100	[54000001,54100000]
3	54100001	18	0.36	300	[54100001,54400000]
3	57800001	18	0.36	500	[57800001,58300000]
3	58300001	19	0.38	600	[58300001,58900000]
3	58900001	18	0.36	800	[58900001,59700000]
3	68500001	18	0.36	500	[68500001,69000000]
3	69000001	17	0.34	1800	[69000001,70800000]
3	71500001	17	0.34	500	[71500001,72000000]
3	78500001	17	0.34	600	[78500001,79100000]
3	82200001	17	0.34	400	[82200001,82600000]
3	82600001	18	0.36	1000	[82600001,83600000]
3	3200000	17	0.34	100	[3100001,3200000]
3	5600000	20	0.4	200	[5400001,5600000]
3	6600000	19	0.38	1000	[5600001,6600000]
3	6800000	17	0.34	200	[6600001,6800000]
3	7900000	18	0.36	1100	[6800001,7900000]
3	8100000	19	0.38	200	[7900001,8100000]
3	9100000	18	0.36	1000	[8100001,9100000]
3	9400000	17	0.34	300	[9100001,9400000]
3	9600000	19	0.38	200	[9400001,9600000]
3	20200000	17	0.34	200	[20000001,20200000]
3	21700000	17	0.34	1300	[20400001,21700000]
3	22200000	18	0.36	500	[21700001,22200000]
3	25900000	17	0.34	800	[25100001,25900000]
3	26800000	18	0.36	700	[26100001,26800000]
3	27400000	22	0.44	300	[27100001,27400000]
3	28300000	20	0.4	900	[27400001,28300000]
3	29200000	17	0.34	900	[28300001,29200000]
3	30100000	19	0.38	900	[29200001,30100000]
3	30700000	17	0.34	600	[30100001,30700000]
3	34100000	17	0.34	1200	[32900001,34100000]
3	34600000	23	0.46	400	[34200001,34600000]
3	35900000	25	0.5	1300	[34600001,35900000]
3	36000000	24	0.48	100	[35900001,36000000]
3	36600000	21	0.42	600	[36000001,36600000]
3	37000000	20	0.4	400	[36600001,37000000]
3	37700000	22	0.44	700	[37000001,37700000]
3	39100000	20	0.4	1400	[37700001,39100000]
3	39600000	21	0.42	500	[39100001,39600000]
3	39800000	20	0.4	200	[39600001,39800000]
3	51800000	17	0.34	400	[51400001,51800000]
3	52700000	18	0.36	900	[51800001,52700000]
3	54100000	17	0.34	100	[54000001,54100000]
3	54400000	18	0.36	300	[54100001,54400000]
3	58300000	18	0.36	500	[57800001,58300000]
3	58900000	19	0.38	600	[58300001,58900000]
3	59700000	18	0.36	800	[58900001,59700000]
3	69000000	18	0.36	500	[68500001,69000000]
3	70800000	17	0.34	1800	[69000001,70800000]
3	72000000	17	0.34	500	[71500001,72000000]
3	79100000	17	0.34	600	[78500001,79100000]
3	82600000	17	0.34	400	[82200001,82600000]
3	83600000	18	0.36	1000	[82600001,83600000]
