Sim_name	Avg_He
sim_1_selection_model_s02_chr3	0.29468462773125
sim_2_selection_model_s02_chr3	0.272946304917647
sim_3_selection_model_s02_chr3	0.129982600291667
sim_4_selection_model_s02_chr3	0.163995343635714
sim_5_selection_model_s02_chr3	0.127945014834259
sim_6_selection_model_s02_chr3	0.315788427428889
sim_7_selection_model_s02_chr3	0.176363194557143
sim_8_selection_model_s02_chr3	0.1203135918
sim_9_selection_model_s02_chr3	0.12708162448
sim_10_selection_model_s02_chr3	0.1943400859125
sim_11_selection_model_s02_chr3	0.295974800537719
sim_12_selection_model_s02_chr3	0.161642927943529
sim_13_selection_model_s02_chr3	0.111204969406087
sim_14_selection_model_s02_chr3	0.276973547017647
sim_15_selection_model_s02_chr3	0.070516647925
sim_16_selection_model_s02_chr3	0.1776406237
sim_17_selection_model_s02_chr3	0.322019949560617
sim_18_selection_model_s02_chr3	0.39181307153913
sim_19_selection_model_s02_chr3	0.265660347896667
sim_20_selection_model_s02_chr3	0.310407108833497
