#IID	F_ROH	ROH_length_kB	KBAVG
3331	0.24070	22244.8	11122.4
3332	0.25863	23902	4780.4
3333	0.28473	26314	6578.49
3334	0.25823	23865.5	5966.38
3335	0.08250	7624.7	3812.35
3336	0.23150	21394.8	5348.69
3337	0.30574	28256.1	4709.35
3338	0.20020	18502.5	4625.62
3339	0.18615	17203.6	4300.91
3340	0.18371	16978.4	5659.47
3341	0.18684	17267.4	17267.4
3342	0.30829	28491.9	5698.38
3343	0.16566	15309.9	5103.29
3344	0.18658	17243.4	5747.81
3345	0.17086	15790.2	5263.39
3346	0.30552	28235.4	5647.08
3347	0.03797	3508.87	3508.87
3348	0.39219	36245.5	6040.92
3349	0.11879	10978.7	5489.35
3350	0.29011	26811.5	8937.16
3351	0.30206	27915.5	13957.7
3352	0.35164	32497.5	5416.24
3353	0.43781	40461.3	5780.19
3354	0.09622	8892.01	4446
3355	0.14298	13214.3	4404.75
3356	0.31396	29015.5	5803.09
3357	0.33142	30628.8	7657.2
3358	0.31744	29336.7	7334.17
3359	0.14557	13452.9	4484.29
3360	0.26318	24322.4	4864.48
3361	0.17400	16080.9	8040.44
3362	0.09293	8588.42	4294.21
3363	0.13376	12362.1	4120.71
3364	0.47314	43726.3	6246.61
3365	0.16155	14930.3	4976.76
3366	0.40072	37033.6	7406.72
3367	0.44975	41564.8	8312.97
3368	0.05884	5437.66	2718.83
3369	0.32093	29660.1	5932.02
3370	0.19003	17562	5853.99
3371	0.13411	12394.5	6197.24
3372	0.20364	18819.9	6273.32
3373	0.10854	10030.9	5015.45
3374	0.20293	18754.7	6251.58
3375	0.22050	20377.8	5094.44
3376	0.15715	14523.8	4841.26
3377	0.15813	14614	4871.33
3378	0.22305	20613.5	5153.36
3379	0.07533	6961.38	3480.69
3380	0.40117	37074.9	7414.98
3381	0.34913	32265.7	6453.13
3382	0.31005	28654.5	4775.75
3383	0.54679	50533	8422.17
3384	0.28343	26194	8731.34
3385	0.17928	16568.3	5522.75
3386	0.24490	22633	7544.34
3387	0.26657	24635.5	4927.11
3388	0.63060	58278.8	19426.3
3389	0.43815	40493.3	6748.89
3390	0.05155	4764.17	4764.17
3391	0.18817	17390.7	5796.9
3392	0.17106	15808.7	5269.56
3393	0.26920	24878.7	4975.73
3394	0.19909	18399.7	4599.92
3395	0.15535	14356.9	4785.62
3396	0.11827	10930.6	3643.54
3397	0.04339	4009.71	4009.71
3398	0.10192	9419.49	4709.74
3399	0.20543	18985.5	6328.49
3400	0.50826	46971.9	9394.38
