Sim_name	Avg_He
sim_1_selection_model_s03_chr3	0.0179349289060011
sim_2_selection_model_s03_chr3	0.00386060175831904
sim_3_selection_model_s03_chr3	0.00657935874055556
sim_4_selection_model_s03_chr3	0.109292435666495
sim_5_selection_model_s03_chr3	0.0908368765848726
sim_6_selection_model_s03_chr3	0.00156028977925
sim_7_selection_model_s03_chr3	0.217361864205781
sim_8_selection_model_s03_chr3	0.00496653461410256
sim_9_selection_model_s03_chr3	0.00926397301133702
sim_10_selection_model_s03_chr3	0.00130479651391304
sim_11_selection_model_s03_chr3	0.0279118679952561
sim_12_selection_model_s03_chr3	0.231091030193338
sim_13_selection_model_s03_chr3	0.00178821330530037
sim_14_selection_model_s03_chr3	0.0167032133488085
sim_15_selection_model_s03_chr3	2.97195847332168e-05
sim_16_selection_model_s03_chr3	0.000699326985739131
sim_17_selection_model_s03_chr3	0.150552188657355
sim_18_selection_model_s03_chr3	0.0133212116431746
sim_19_selection_model_s03_chr3	0.000461512518131868
sim_20_selection_model_s03_chr3	0.00260629718624091
