Sim_name	Avg_He
sim_1_selection_model_s06_chr3	NA
sim_2_selection_model_s06_chr3	NA
sim_3_selection_model_s06_chr3	NA
sim_4_selection_model_s06_chr3	NA
sim_5_selection_model_s06_chr3	NA
sim_6_selection_model_s06_chr3	0.460793381718254
sim_7_selection_model_s06_chr3	0.438199657143739
sim_8_selection_model_s06_chr3	0.1421927582
sim_9_selection_model_s06_chr3	0.100706788525
sim_10_selection_model_s06_chr3	0.342631689808839
sim_11_selection_model_s06_chr3	NA
sim_12_selection_model_s06_chr3	0.428752339739927
sim_13_selection_model_s06_chr3	NA
sim_14_selection_model_s06_chr3	NA
sim_15_selection_model_s06_chr3	NA
sim_16_selection_model_s06_chr3	NA
sim_17_selection_model_s06_chr3	0.1046376859
sim_18_selection_model_s06_chr3	NA
sim_19_selection_model_s06_chr3	NA
sim_20_selection_model_s06_chr3	NA
