Sim_name	Avg_He
sim_1_selection_model_s06_chr3	0
sim_2_selection_model_s06_chr3	0.00114489795918367
sim_3_selection_model_s06_chr3	0.00144
sim_4_selection_model_s06_chr3	0.00368018181818182
sim_5_selection_model_s06_chr3	0.0169346153846154
sim_6_selection_model_s06_chr3	0.0017673732718894
sim_7_selection_model_s06_chr3	0.00952692307692308
sim_8_selection_model_s06_chr3	0.0545641142857143
sim_9_selection_model_s06_chr3	0.0630627023319616
sim_10_selection_model_s06_chr3	0.001603125
sim_11_selection_model_s06_chr3	0.0472440372670807
sim_12_selection_model_s06_chr3	0.0466342156862745
sim_13_selection_model_s06_chr3	0.0044936170212766
sim_14_selection_model_s06_chr3	0.0040916149068323
sim_15_selection_model_s06_chr3	0.025642612244898
sim_16_selection_model_s06_chr3	0.00360697674418605
sim_17_selection_model_s06_chr3	0.0306855813953488
sim_18_selection_model_s06_chr3	0.00290351020408163
sim_19_selection_model_s06_chr3	0.001225
sim_20_selection_model_s06_chr3	0
