#IID	F_ROH	ROH_length_kB	KBAVG
8931	0.37344	34529.5	6905.9
8932	0.29150	26953.7	6738.43
8933	0.47812	44208.5	7368.08
8934	0.15775	14586.6	3646.65
8935	0.27818	25721.8	8573.92
8936	0.14906	13782.4	6891.2
8937	0.12636	11683.5	5841.77
8938	0.44172	40843.3	8168.66
8939	0.08385	7752.88	7752.88
8940	0.36992	34204.4	8551.11
8941	0.27626	25544.4	6386.09
8942	0.20241	18715.5	4678.89
8943	0.32401	29958.8	7489.7
8944	0.46089	42615.6	8523.11
8945	0.21467	19849.2	6616.41
8946	0.15778	14588.6	4862.88
8947	0.32058	29641.7	9880.56
8948	0.38549	35643.6	8910.9
8949	0.23249	21497	7165.66
8950	0.27373	25310	6327.5
8951	0.22275	20596.4	6865.46
8952	0.06880	6361.95	3180.98
8953	0.47082	43533.8	6219.12
8954	0.23360	21599.5	5399.87
8955	0.27721	25631.7	8543.92
8956	0.24563	22712.3	5678.07
8957	0.54277	50187.1	7169.58
8958	0.41273	38162.3	12720.8
8959	0.25924	23970.8	7990.27
8960	0.25549	23623.9	4724.79
8961	0.21649	20017.7	5004.42
8962	0.13520	12501	4166.99
8963	0.25115	23222.3	5805.56
8964	0.17063	15776.7	3944.18
8965	0.14606	13505.6	4501.88
8966	0.04592	4246.23	4246.23
8967	0.33584	31052.7	15526.3
8968	0.26767	24749.7	4949.94
8969	0.14380	13296.5	3324.12
8970	0.40099	37077.4	6179.56
8971	0.03132	2896.08	2896.08
8972	0.25360	23448.6	7816.21
8973	0.29829	27580.8	4596.8
8974	0.41069	37974.2	9493.56
8975	0.22071	20407.6	5101.91
8976	0.31918	29512.5	5902.5
8977	0.75253	69582	17395.5
8978	0.43376	40106.9	6684.49
8979	0.31000	28663.4	4777.23
8980	0.26517	24518.4	6129.59
8981	0.39548	36567.7	5223.96
8982	0.41285	38174.2	7634.84
8983	0.25825	23878.6	7959.52
8984	0.37667	34828.5	5804.75
8985	0.30098	27829.7	4638.29
8986	0.17975	16620.2	5540.06
8987	0.28859	26684.3	4447.38
8988	0.20519	18972.9	18972.9
8989	0.22324	20641.9	10320.9
8990	0.41115	38016.9	6336.15
8991	0.34268	31685.3	5280.89
8992	0.21827	20181.8	5045.44
8993	0.47704	44108.8	8821.77
8994	0.22632	20926.6	6975.54
8995	0.41373	38255.5	6375.91
8996	0.21382	19770.5	6590.16
8997	0.38219	35339.2	8834.79
8998	0.40962	37875.3	9468.84
8999	0.36623	33863.4	5643.9
9000	0.10350	9570.37	9570.37
