Simulation	Fifth_Percentile	Avg_H_e
Simulation 11	0	0.200593751046052
Simulation 2	0.00177038449539	0.202413614010804
Simulation 12	0.010489173669	0.204497169340959
Simulation 7	0.01121482053	0.19531293440089
Simulation 18	0.0212490253277778	0.198087403900602
Simulation 9	0.0271628654933333	0.211211227555575
Simulation 17	0.031579254576	0.207784649829074
Simulation 13	0.035658751579744	0.20676863962095
Simulation 6	0.03975238978	0.218696655134261
Simulation 1	0.0428638167214286	0.220351258044458
Simulation 8	0.0446497727661538	0.20894009015167
Simulation 20	0.04670544995114	0.2259310569582
Simulation 4	0.0497471861042857	0.226011613063196
Simulation 16	0.05105380258855	0.234408592248829
Simulation 14	0.0602919245662	0.249192752674123
Simulation 19	0.0604906883214286	0.233923579484882
Simulation 5	0.0628921801028571	0.23753260238282
Simulation 3	0.0868317782206593	0.2413620335491
Simulation 10	0.088883995458	0.244686111559474
Simulation 15	0.101457475351467	0.254160622497346
