Simulation	Fifth_Percentile	Avg_H_e
Simulation 3	0	0.18475783173679
Simulation 19	0	0.205902727225163
Simulation 10	0.00732320586782273	0.20957388673243
Simulation 15	0.01563201633	0.203639251415755
Simulation 14	0.0156839145809524	0.185501118889123
Simulation 17	0.0214906631314286	0.209639587138443
Simulation 5	0.02221252071	0.196190731649092
Simulation 20	0.024629680137	0.21726457195918
Simulation 9	0.04104793737	0.218417852399158
Simulation 4	0.04231531986	0.215157218683478
Simulation 8	0.0432598061590909	0.221795062440295
Simulation 6	0.04540706948	0.223587409060903
Simulation 18	0.0510599536066667	0.222900948570509
Simulation 12	0.0582553110566667	0.223013303394244
Simulation 7	0.058627530866	0.222584510961521
Simulation 16	0.0622607568457143	0.229975918813187
Simulation 1	0.06309525493	0.222422248497857
Simulation 11	0.0634089398498	0.236057264068478
Simulation 2	0.0699371022857143	0.238309768536132
Simulation 13	0.0942411504712364	0.249069090252062
