Simulation	Fifth_Percentile	Avg_H_e
Simulation 1	0.0233059666948857	0.221464391944239
Simulation 8	0.0465286356444445	0.238873251348857
Simulation 18	0.0509397202184874	0.237479759168735
Simulation 16	0.0523803420066667	0.225269601318862
Simulation 7	0.06095905764	0.231250692247729
Simulation 20	0.0665555272433333	0.243365382399367
Simulation 12	0.06878966401496	0.238728066948752
Simulation 3	0.0694955792347077	0.23251501315692
Simulation 2	0.0727032433782143	0.244336069761674
Simulation 4	0.0737643292819048	0.236205500125986
Simulation 19	0.0744131219318182	0.244767507178098
Simulation 11	0.0769222964	0.246848312098133
Simulation 9	0.0774661166807273	0.252712197576851
Simulation 10	0.077775164	0.247300938637696
Simulation 5	0.0840117611159143	0.237017847142679
Simulation 14	0.0865608976639333	0.25649709292479
Simulation 13	0.0872712554342857	0.24746234663481
Simulation 15	0.09005320375	0.246251746427938
Simulation 6	0.0948750075773333	0.249823141997497
Simulation 17	0.0963157509105455	0.253151309453593
