Simulation	Fifth_Percentile	Avg_H_e
Simulation 6	0	0.205637741224435
Simulation 9	0	0.212359635109026
Simulation 15	0	0.187422950403492
Simulation 20	0	0.19639213912335
Simulation 3	0.000156290940400002	0.196742295059595
Simulation 13	0.00231783387241714	0.200214444063638
Simulation 14	0.010067300096	0.193135239728531
Simulation 8	0.0145043921834	0.212938983723471
Simulation 16	0.0179689792182857	0.190926496461138
Simulation 7	0.0209320623296364	0.215631175806868
Simulation 12	0.02411052972	0.230259738582897
Simulation 10	0.025262411112	0.210834273909132
Simulation 18	0.0252847070613333	0.192395884024306
Simulation 5	0.0285907112042857	0.218095734869688
Simulation 17	0.0386935151314286	0.221223824170027
Simulation 4	0.0417690682	0.22739413660839
Simulation 11	0.0431829017382857	0.208856421809205
Simulation 19	0.0515352024375	0.231081876313246
Simulation 2	0.0591195512688889	0.236171035358383
Simulation 1	0.0594425332240909	0.229368895132778
