Simulation	Fifth_Percentile	Avg_H_e
Simulation 10	0.0114689280077091	0.213648613173738
Simulation 11	0.0262284555178571	0.234822149016332
Simulation 8	0.0281005503739	0.219795555486586
Simulation 18	0.0301820818161818	0.222032650509365
Simulation 3	0.0320119511866667	0.220788275027
Simulation 13	0.0469448598133333	0.239006023599572
Simulation 2	0.0486817256628571	0.230931592662221
Simulation 16	0.051833594016	0.230572070764537
Simulation 19	0.0521350563716267	0.224578209470962
Simulation 12	0.0525478254348849	0.222635509344071
Simulation 17	0.06087807368625	0.236072835856078
Simulation 5	0.0611153585828571	0.239212212426586
Simulation 20	0.0637429193333333	0.235762987745627
Simulation 9	0.0680156412283333	0.237644325402129
Simulation 1	0.0690806423957143	0.243689798937502
Simulation 7	0.0713812151657143	0.239005048983447
Simulation 15	0.071691255625	0.23777681478588
Simulation 6	0.0749261756097143	0.236911530556397
Simulation 4	0.0751865383529412	0.251661270109654
Simulation 14	0.08247554012	0.239115635570739
