Simulation	Fifth_Percentile	Avg_H_e
Simulation 3	0	0.199046605012143
Simulation 7	0	0.173523614084242
Simulation 8	0	0.158160211864302
Simulation 12	0	0.191325050563612
Simulation 14	0	0.182908309138968
Simulation 5	1.95769504000003e-05	0.174744539845002
Simulation 20	0.00326079734743636	0.196816216070619
Simulation 15	0.00587745618629464	0.216284968721352
Simulation 10	0.0109654947171429	0.197869172480969
Simulation 1	0.017420514155159	0.213261585435391
Simulation 4	0.01836549166	0.193359689516988
Simulation 9	0.034840153376	0.226212607020253
Simulation 11	0.0390939785496825	0.195445841896979
Simulation 16	0.04348311732	0.212523178295932
Simulation 13	0.049698390688	0.220453370759171
Simulation 6	0.0507686482391072	0.222556944052032
Simulation 19	0.059754450156	0.236915948392981
Simulation 2	0.0659650717277778	0.225873936162155
Simulation 18	0.0676091510742473	0.232528730635479
Simulation 17	0.0776131463109091	0.240043635284056
