Simulation	Fifth_Percentile	Avg_H_e
Simulation 3	0	0.192952255584733
Simulation 5	0	0.169254524119136
Simulation 6	0	0.19242253478347
Simulation 7	0	0.169287168819243
Simulation 8	0	0.147243394114669
Simulation 9	0	0.187390726112975
Simulation 10	0	0.197507547986383
Simulation 12	0	0.185670005194218
Simulation 14	0	0.171652752478455
Simulation 15	0	0.204840308552265
Simulation 20	0	0.180409003331391
Simulation 1	0.000809073843318184	0.21023823062416
Simulation 19	0.004713401847725	0.191088068964858
Simulation 13	0.01989273740588	0.194157654615539
Simulation 18	0.0341457891	0.221142149755221
Simulation 17	0.0342446335385455	0.200675138285811
Simulation 2	0.0543341767457778	0.214987253266086
Simulation 16	0.0604795508142857	0.226680014823037
Simulation 11	0.0628911691849909	0.236465879573256
Simulation 4	0.0711993461818182	0.241958749128871
