#IID	F_ROH	ROH_length_kB	KBAVG
24551	0.26136	24522	6130.5
24552	0.07398	6940.82	3470.41
24553	0.39441	37004.4	6167.4
24554	0.21048	19747.8	6582.61
24555	0.13846	12991.1	6495.55
24556	0.06999	6566.34	3283.17
24557	0.36132	33900.5	11300.2
24558	0.19377	18180.5	6060.16
24559	0.11290	10592.2	3530.73
24560	0.09430	8847.61	4423.8
24561	0.23549	22094.8	22094.8
24562	0.14327	13442	4480.68
24563	0.24637	23115	4623
24564	0.09404	8822.83	4411.42
24565	0.33784	31697.6	6339.52
24566	0.30362	28486.8	9495.61
24567	0.49243	46201.4	9240.28
24568	0.07251	6802.72	3401.36
24569	0.16742	15708.3	7854.16
24570	0.37320	35014.5	17507.2
24571	0.39592	37146.8	12382.3
24572	0.15329	14382.2	7191.12
24573	0.32070	30088.9	6017.77
24574	0.00000	0	0
24575	0.25941	24339.1	8113.05
24576	0.17302	16233	5411.01
24577	0.35798	33587	6717.41
24578	0.21276	19962.2	4990.55
24579	0.16734	15700.2	7850.12
24580	0.40508	38006.2	12668.7
24581	0.11065	10381.3	5190.64
24582	0.49331	46283.6	9256.73
24583	0.75574	70905.6	17726.4
24584	0.29935	28086.4	7021.6
24585	0.18626	17475.2	5825.08
24586	0.67036	62895.1	31447.6
24587	0.30154	28291.7	9430.56
24588	0.00000	0	0
24589	0.06674	6261.6	6261.6
24590	0.16603	15577.7	7788.85
24591	0.30266	28396.1	7099.02
24592	0.23756	22288.8	5572.21
24593	0.19232	18044	9021.99
24594	0.21158	19851.1	4962.78
24595	0.13179	12364.7	6182.34
24596	0.38702	36311	7262.19
24597	0.43157	40491.3	13497.1
24598	0.32984	30947	7736.75
24599	0.33257	31202.4	15601.2
24600	0.14942	14019.5	4673.17
