#IID	F_ROH	ROH_length_kB	KBAVG
2551	0.79104	74268.9	74268.9
2552	0.81241	76275.6	38137.8
2553	0.34433	32328.1	8082.03
2554	0.30403	28544.7	9514.89
2555	0.26042	24450	8150
2556	0.22404	21034.2	5258.54
2557	0.08109	7613.73	7613.73
2558	0.44999	42248.2	8449.64
2559	0.12768	11987.5	5993.74
2560	0.16737	15714	7857
2561	0.30304	28451.3	5690.27
2562	0.19572	18375.6	9187.8
2563	0.25934	24348.7	4869.74
2564	0.42448	39853.5	7970.7
2565	0.38128	35797.6	11932.5
2566	0.33652	31594.9	6318.97
2567	0.28694	26940.2	5388.04
2568	0.27887	26182	8727.33
2569	0.35536	33364.3	5560.71
2570	0.27529	25846.6	6461.66
2571	0.50136	47071.9	9414.38
2572	0.25755	24181	8060.35
2573	0.17239	16185.7	4046.43
2574	0.42320	39733.6	7946.71
2575	0.54762	51414.4	12853.6
2576	0.42014	39445.7	13148.6
2577	0.21230	19932.8	6644.26
2578	0.52452	49246.1	9849.21
2579	0.17523	16452	5484.01
2580	0.32599	30606	10202
2581	0.22909	21508.7	7169.56
2582	0.18328	17207.7	8603.84
2583	0.32413	30431.5	4347.35
2584	0.11876	11150.5	5575.25
2585	0.15992	15014.3	7507.13
2586	0.36599	34361.5	11453.8
2587	0.17075	16031.6	8015.78
2588	0.16342	15343.4	5114.46
2589	0.23141	21726.3	10863.1
2590	0.26808	25169.6	8389.86
2591	0.82823	77760.9	77760.9
2592	0.32258	30285.9	7571.47
2593	0.32005	30048.5	6009.7
2594	0.46472	43631.8	43631.8
2595	0.35943	33745.6	8436.4
2596	0.30246	28397.1	14198.5
2597	0.27778	26079.8	6519.94
2598	0.35943	33745.6	8436.4
2599	0.15118	14193.6	4731.19
2600	0.26177	24577.3	6144.34
