#IID	F_ROH	ROH_length_kB	KBAVG
138766	0.36717	33946.7	2263.11
138767	0.22933	21202.4	1766.87
138768	0.27696	25606.4	2560.64
138769	0.25067	23175	1931.25
138770	0.23417	21650	2405.56
138771	0.31804	29404.5	2673.14
138772	0.21255	19650.7	1511.59
138773	0.33847	31293.3	3477.04
138774	0.34028	31460.2	2860.02
138775	0.25332	23420.2	1672.87
138776	0.31003	28663.2	2605.74
138777	0.26423	24428.8	2220.8
138778	0.38471	35568.4	1976.02
138779	0.22883	21156.5	1763.04
138780	0.20371	18834	2092.67
138781	0.22686	20973.7	2330.41
138782	0.37874	35015.7	2188.48
138783	0.23967	22158.7	2014.43
138784	0.29794	27545.7	3060.63
138785	0.12374	11439.8	1634.25
138786	0.15845	14649.6	2092.81
138787	0.26962	24927.8	2492.78
138788	0.28172	26046.2	2003.56
138789	0.36344	33601.3	2800.11
138790	0.22079	20412.7	2551.59
138791	0.26059	24092.7	1853.28
138792	0.29116	26918.6	2243.21
138793	0.23556	21778.6	1814.88
138794	0.39976	36959.6	3079.97
138795	0.17116	15824.8	1978.1
138796	0.30073	27803.3	2527.57
138797	0.27961	25851.2	2585.12
138798	0.29174	26972.1	2697.21
138799	0.24538	22686.2	2520.69
138800	0.29211	27006.8	3000.76
138801	0.29023	26832.7	2683.27
138802	0.17844	16497.8	2062.23
138803	0.28551	26396.2	2030.48
138804	0.28109	25987.7	1999.06
138805	0.24234	22405	1600.36
138806	0.21310	19701.9	2462.74
138807	0.31901	29493.5	2268.73
138808	0.19976	18468.4	2052.04
138809	0.35306	32641.7	2510.9
138810	0.14305	13225.7	1889.38
138811	0.17229	15929.2	2275.6
138812	0.22722	21007	2334.11
138813	0.28808	26634.3	3329.29
138814	0.28097	25976.7	2164.73
138815	0.15695	14510.7	1813.84
138816	0.41218	38107.9	2540.53
138817	0.37491	34661.5	2666.27
138818	0.27953	25843.5	2153.62
138819	0.40636	37569.4	2889.96
138820	0.35443	32768.8	2520.67
138821	0.19196	17747.3	2218.42
138822	0.27687	25598	2327.09
138823	0.23646	21861.4	2186.14
138824	0.32295	29858.1	2488.18
138825	0.29273	27064	3007.12
138826	0.24365	22526.6	1732.82
138827	0.31741	29345.5	2096.11
138828	0.46500	42990.9	3908.26
138829	0.19527	18053.6	1641.24
138830	0.22198	20522.6	2280.29
138831	0.26992	24955.5	2495.55
138832	0.18856	17432.9	2490.41
138833	0.21907	20253.8	1841.26
138834	0.27851	25749.2	1980.7
138835	0.21115	19521.7	1952.17
138836	0.37006	34213.9	2631.84
138837	0.36471	33718.9	3065.35
138838	0.29140	26941	2449.18
138839	0.29380	27163	3018.12
138840	0.26318	24332.5	2703.61
138841	0.28701	26534.8	2412.26
138842	0.22329	20644.2	2293.8
138843	0.29081	26886.8	2068.22
138844	0.18436	17044.9	1893.88
138845	0.28089	25969.4	2164.12
138846	0.42674	39453.4	2818.1
138847	0.28361	26220.8	2622.08
138848	0.27650	25563.4	2130.29
138849	0.33690	31147.8	2595.65
138850	0.12857	11886.9	1981.15
138851	0.21949	20292.4	2029.24
138852	0.31672	29282	2440.17
138853	0.29534	27305.1	1950.36
138854	0.25355	23442.1	1953.51
138855	0.18243	16866.7	1874.07
138856	0.25951	23992.6	1999.39
138857	0.29862	27608.8	1972.06
138858	0.21687	20050.3	2005.03
138859	0.19754	18263.5	1826.35
138860	0.33708	31164.4	2833.13
138861	0.24711	22846	1757.39
138862	0.24733	22866.7	2078.79
138863	0.18266	16887.4	1876.38
138864	0.32953	30466.8	2176.2
138865	0.30680	28364.7	2181.9
138866	0.31208	28853.1	2623.01
138867	0.31966	29554.2	2273.4
138868	0.29874	27619.8	2301.65
138869	0.24323	22487.2	2248.72
138870	0.24148	22325.6	2232.56
138871	0.34814	32187.3	2475.95
138872	0.27737	25643.9	1972.61
138873	0.32475	30024.2	2729.47
138874	0.23302	21543.2	1958.48
138875	0.19422	17956.8	1795.68
138876	0.31708	29315.6	1832.22
138877	0.40031	37010.3	3364.58
138878	0.27301	25241	2804.55
138879	0.21223	19621.9	1962.19
138880	0.44514	41154.9	2743.66
138881	0.40774	37697.1	3769.71
138882	0.26023	24059.3	3007.41
138883	0.36006	33289	2377.79
138884	0.28691	26526.3	2210.52
138885	0.26558	24554	2455.4
138886	0.48789	45107.1	3469.77
138887	0.21455	19836.3	2204.03
138888	0.32331	29891.3	2989.13
138889	0.31607	29222.2	2922.22
138890	0.21867	20217.3	2246.36
138891	0.27572	25491.7	1960.9
138892	0.24247	22417.3	2037.93
138893	0.29851	27598.3	2299.86
138894	0.32101	29678.5	2282.96
138895	0.15710	14524.8	1815.6
138896	0.28113	25992	2362.91
138897	0.34631	32017.8	2134.52
138898	0.28793	26620	2420
138899	0.35994	33278.2	2218.55
138900	0.18141	16771.8	1863.53
138901	0.34348	31755.7	2442.75
138902	0.24061	22245.2	2022.29
138903	0.26106	24136.1	2194.19
138904	0.30801	28476.7	2847.67
138905	0.32658	30193.4	3774.18
138906	0.37209	34401.3	2457.23
138907	0.12988	12008.2	2001.36
138908	0.29728	27484.3	2114.17
138909	0.45475	42043.3	2473.14
138910	0.21872	20221.7	2022.17
138911	0.45959	42491.3	3862.85
138912	0.27052	25010.3	2501.03
138913	0.36535	33777.9	2412.71
138914	0.35905	33195.3	2371.1
138915	0.27324	25262.3	2105.19
138916	0.29384	27166.8	2469.71
138917	0.34768	32144	2678.66
138918	0.24419	22576.2	2508.46
138919	0.34384	31789.8	2649.15
138920	0.37315	34499.5	2464.25
138921	0.31336	28971.6	2414.3
138922	0.31327	28963.1	1930.87
138923	0.24634	22774.8	1897.9
138924	0.30078	27808	2780.8
138925	0.28261	26128.1	2375.28
138926	0.19502	18030.7	2003.41
