#IID	F_ROH	ROH_length_kB	KBAVG
34426	0.48925	45237.4	2827.34
34427	0.36903	34122.1	3412.21
34428	0.39722	36728.5	3338.95
34429	0.35823	33123	2760.25
34430	0.38926	35992	2768.62
34431	0.34472	31873.6	3187.36
34432	0.42831	39603.3	2640.22
34433	0.39426	36454.3	4050.48
34434	0.36520	33767.1	2813.92
34435	0.28935	26754.2	2675.42
34436	0.35342	32678	2334.14
34437	0.40199	37169.3	3379.03
34438	0.37747	34901.7	2908.47
34439	0.43442	40168.1	3089.86
34440	0.49686	45941.5	2871.34
34441	0.42151	38974.3	2598.29
34442	0.41084	37987.2	2532.48
34443	0.44842	41462.2	3769.29
34444	0.40688	37621.8	2893.98
34445	0.32496	30046.9	2503.91
34446	0.34827	32202.3	4600.33
34447	0.34359	31769.5	3529.94
34448	0.31283	28925.2	2629.56
34449	0.34706	32090.2	2917.29
34450	0.39792	36792.7	3066.06
34451	0.42141	38964.8	2597.66
34452	0.31587	29205.9	3245.1
34453	0.43672	40380.5	2692.03
34454	0.34279	31695.4	3521.71
34455	0.49963	46196.9	4619.69
34456	0.45062	41665.5	3205.03
34457	0.36520	33767.4	2813.95
34458	0.30234	27955.3	2150.41
34459	0.39070	36125	2580.36
34460	0.32387	29946.1	3743.27
34461	0.42426	39228.1	3269.01
34462	0.43590	40304.3	3100.33
34463	0.37616	34781	3478.1
34464	0.40285	37248.5	4138.72
34465	0.43992	40676.1	4067.61
34466	0.31639	29254.8	3250.53
34467	0.38606	35696.2	3966.25
34468	0.37224	34418.9	2868.24
34469	0.37800	34950.7	3883.41
34470	0.44527	41171.4	3742.86
34471	0.40124	37099.8	3091.65
34472	0.34780	32158.9	2923.54
34473	0.40836	37758.1	4719.76
34474	0.37450	34627.8	2164.23
34475	0.42858	39628	3048.3
34476	0.41126	38026.4	3456.95
34477	0.49751	46000.9	4600.09
34478	0.34066	31498.3	2624.86
34479	0.39996	36981.5	2465.43
34480	0.34337	31748.7	2886.24
34481	0.33185	30683.9	3409.32
34482	0.32834	30359.4	3373.27
34483	0.44173	40843.8	3713.07
34484	0.33371	30856.1	2805.1
34485	0.36218	33488.1	2576.01
34486	0.41454	38329.8	4791.23
34487	0.37730	34886.2	2491.87
34488	0.42874	39642.7	3964.27
34489	0.42300	39112.1	3555.65
34490	0.49740	45991.3	3066.08
34491	0.33976	31415.6	2617.97
34492	0.36825	34049.5	2837.46
34493	0.27734	25644.1	3205.51
34494	0.47085	43536.3	3348.94
34495	0.45078	41680.5	2977.18
34496	0.42721	39501.3	2194.52
34497	0.57896	53532.6	4117.89
34498	0.30679	28367.1	2363.93
34499	0.40652	37587.7	3417.06
34500	0.43307	40042.7	2860.19
34501	0.41394	38274.2	2733.87
34502	0.34643	32032.2	3559.13
34503	0.45970	42505.2	3036.09
34504	0.40468	37417.7	3741.77
34505	0.25466	23546.5	2616.28
34506	0.52884	48898.6	3761.43
34507	0.57594	53253.5	5917.06
34508	0.30888	28559.8	2596.35
34509	0.28818	26645.7	2960.63
34510	0.39665	36675.9	3334.17
34511	0.42141	38965.2	2997.32
34512	0.40914	37830.5	2522.03
34513	0.30164	27890.8	3098.98
34514	0.47688	44093.6	4008.51
34515	0.39451	36478	2806
34516	0.42008	38841.6	2589.44
34517	0.36433	33687.5	2807.29
34518	0.30524	28223.8	4031.97
34519	0.42254	39069.5	3906.95
34520	0.34014	31450.1	2859.1
34521	0.36816	34041.5	2836.79
34522	0.45115	41714.3	2979.59
34523	0.37026	34235.2	2852.93
34524	0.43850	40545	2703
34525	0.51827	47920.5	4792.05
34526	0.41673	38532.3	2964.03
34527	0.47614	44025.6	4002.33
34528	0.39693	36701.1	2621.51
34529	0.39610	36624.4	3052.03
34530	0.41868	38712.3	3226.02
34531	0.50501	46695	4245
34532	0.48924	45236.6	5026.29
34533	0.33913	31357.4	2412.11
34534	0.20316	18784.9	3756.97
34535	0.28959	26776.8	3347.1
34536	0.31886	29482.8	2680.26
34537	0.48512	44855.8	3737.99
34538	0.44778	41403.4	2587.71
34539	0.45750	42302.1	2488.36
34540	0.38802	35877.6	3261.6
34541	0.31629	29245.2	2437.1
34542	0.39562	36579.9	3048.33
34543	0.30925	28594.4	2599.49
34544	0.23983	22175.3	3167.91
34545	0.39119	36171.1	3288.28
34546	0.42908	39674	3967.4
34547	0.26058	24094.4	3011.81
34548	0.50247	46460.1	3871.68
34549	0.34816	32191.8	2476.29
34550	0.28538	26387.5	2931.94
34551	0.32597	30140.3	2740.03
34552	0.37270	34461.1	3829.02
34553	0.30076	27809.3	3972.76
34554	0.44667	41300.4	3176.95
34555	0.39329	36364.9	2272.8
34556	0.29158	26960.2	2995.58
34557	0.35624	32938.7	3293.87
34558	0.26858	24833.8	2483.38
34559	0.36961	34175	3106.82
34560	0.34868	32239.8	4029.97
34561	0.33572	31041.8	2586.82
34562	0.51673	47778.2	2654.34
34563	0.28785	26615.1	3802.16
34564	0.34888	32258.9	2932.62
34565	0.37208	34403.9	3127.63
34566	0.29570	27341.7	2734.17
34567	0.40293	37255.7	2865.82
34568	0.46986	43445	4344.5
34569	0.44762	41388.6	2299.37
34570	0.34747	32127.8	4015.98
34571	0.41034	37940.9	3449.17
34572	0.27673	25587.2	2843.03
34573	0.35496	32821.1	4102.64
34574	0.40397	37352.7	3112.73
34575	0.26019	24057.6	2405.76
34576	0.40502	37449.2	3404.48
34577	0.38005	35140.9	2703.15
34578	0.25268	23363.2	2920.4
34579	0.34808	32184.5	2298.9
34580	0.37574	34742	4963.14
34581	0.31802	29405.3	2673.21
34582	0.35282	32622.7	4077.84
34583	0.30205	27928.1	2792.81
34584	0.35715	33023.2	2540.25
34585	0.40978	37889.3	2525.95
34586	0.40989	37899.6	2368.73
34587	0.43274	40012.3	4001.23
34588	0.32698	30233.7	2748.52
34589	0.42257	39072.5	3005.58
34590	0.34051	31484.3	2623.7
34591	0.39432	36460.2	2604.3
34592	0.36600	33841.8	3384.18
34593	0.35556	32875.9	2528.92
34594	0.29057	26867.1	3838.16
34595	0.42126	38950.8	3540.98
34596	0.33346	30832.6	2802.96
34597	0.42917	39682.2	3052.48
34598	0.32067	29650	3294.44
34599	0.31294	28935.6	2411.3
34600	0.32111	29690.5	3298.94
34601	0.36936	34152.3	3415.23
34602	0.25109	23216.2	2321.62
34603	0.29217	27015.3	3001.69
34604	0.32063	29646.1	2964.61
34605	0.31120	28774.5	3197.16
34606	0.35971	33259.9	3325.99
34607	0.40368	37325.1	3110.43
34608	0.34609	32000.9	3555.66
34609	0.43253	39993.4	3076.42
34610	0.41250	38141.2	4237.91
34611	0.34543	31939.5	2661.63
34612	0.35524	32846.7	2986.06
34613	0.25949	23993.7	2999.22
34614	0.34836	32210.3	2928.21
34615	0.35084	32440	2317.14
34616	0.43916	40605.8	2900.42
34617	0.46853	43321.6	5415.21
34618	0.32879	30401.4	2763.76
34619	0.34648	32036.8	2669.73
34620	0.33188	30687	3409.67
