#IID	F_ROH	ROH_length_kB	KBAVG
34426	0.38233	35355.9	2946.33
34427	0.51477	47602.9	4760.29
34428	0.51342	47478	3956.5
34429	0.46557	43053.5	3311.81
34430	0.42281	39099.2	2606.61
34431	0.36339	33604.4	2800.37
34432	0.43294	40035.4	2859.67
34433	0.46126	42654.7	3554.56
34434	0.41447	38327.9	3193.99
34435	0.39442	36473.4	3039.45
34436	0.37823	34976.3	3497.63
34437	0.41622	38489.8	2749.27
34438	0.42022	38859.7	2989.21
34439	0.30323	28041.2	2549.2
34440	0.51530	47652.3	3176.82
34441	0.29961	27705.8	2308.82
34442	0.39636	36653	3665.3
34443	0.42570	39365.9	2811.85
34444	0.87840	81229.6	16245.9
34445	0.40727	37661.6	2510.77
34446	0.45495	42070.7	2629.42
34447	0.36230	33503.5	3350.35
34448	0.42533	39332.2	3025.55
34449	0.47432	43862	3655.16
34450	0.40186	37161.8	2858.6
34451	0.40509	37459.9	2675.7
34452	0.39607	36626.2	2441.75
34453	0.42323	39137.5	2795.54
34454	0.40433	37389.8	3399.07
34455	0.44369	41029.9	2930.71
34456	0.38214	35338.4	3533.84
34457	0.27609	25531	3647.29
34458	0.46833	43308.7	4812.08
34459	0.48168	44543.2	3711.93
34460	0.40867	37791.4	2907.03
34461	0.31814	29419.3	3677.41
34462	0.57822	53470.3	3564.68
34463	0.41822	38674.1	2578.28
34464	0.47746	44152.8	3396.37
34465	0.46140	42667.7	4266.77
34466	0.42112	38943	2995.61
34467	0.40613	37556.1	3129.68
34468	0.43636	40351.5	3103.96
34469	0.37353	34541.4	2467.24
34470	0.48089	44469.5	4446.95
34471	0.35102	32460.3	2705.02
34472	0.48996	45308.9	2665.23
34473	0.42813	39591.3	2827.95
34474	0.17185	15891.3	2648.55
34475	0.35413	32748	3274.8
34476	0.38024	35162.2	3906.91
34477	0.37499	34676.8	3152.44
34478	0.43190	39939.6	3328.3
34479	0.34094	31528.5	2627.37
34480	0.53605	49570.9	4506.44
34481	0.44699	41335.3	4592.81
34482	0.41959	38801.1	2984.7
34483	0.48129	44507.2	3423.63
34484	0.44340	41002.8	3727.53
34485	0.47866	44263.6	4918.18
34486	0.49914	46157.7	3077.18
34487	0.38656	35746.7	3971.86
34488	0.52715	48747.8	3249.86
34489	0.34587	31984.1	2907.64
34490	0.59436	54962.5	3664.17
34491	0.40246	37217	3101.41
34492	0.39829	36831.5	3683.15
34493	0.35475	32805	3280.5
34494	0.47122	43576	2563.3
34495	0.37904	35051.1	2920.92
