Simulation	Fifth_Percentile	Avg_H_e
Simulation 3	0	0.205702250138145
Simulation 16	0	0.186234238768889
Simulation 18	0.00543172856	0.205460761394657
Simulation 19	0.0125788390363429	0.22249605261428
Simulation 15	0.0215553410586667	0.216102579291444
Simulation 8	0.0260845785175	0.21223466163263
Simulation 13	0.0342427674311111	0.212557916608018
Simulation 5	0.03861651422	0.221977095634828
Simulation 17	0.041253506919174	0.222027964266186
Simulation 1	0.0439654501773636	0.221585586455742
Simulation 2	0.0455617258581818	0.219752136804563
Simulation 10	0.0456215671	0.231113955200288
Simulation 14	0.0488117677989091	0.224498383458539
Simulation 6	0.0492411978533333	0.215656350100894
Simulation 9	0.0680122144733333	0.240537509752521
Simulation 12	0.0698798301071429	0.239844412682254
Simulation 20	0.0729375665173333	0.231982932394941
Simulation 7	0.0730983456	0.238707856086579
Simulation 4	0.07982985371	0.242310419983851
Simulation 11	0.0853792430857143	0.240486555737663
