Simulation	Fifth_Percentile	Avg_H_e
Simulation 10	0.135195488688	0.323762867339271
Simulation 15	0.136613861475	0.325184212870435
Simulation 2	0.1507247399	0.335229619662273
Simulation 17	0.152874240369444	0.33890217472519
Simulation 8	0.1667906807	0.343795749389854
Simulation 11	0.1668924558	0.352640931472018
Simulation 12	0.170535049323333	0.341757448890756
Simulation 7	0.174064546935	0.344284137736105
Simulation 6	0.175632793155	0.337810623757664
Simulation 5	0.179259921765714	0.348902031147662
Simulation 19	0.180067934421429	0.343003128223179
Simulation 20	0.184231212042	0.347569895139899
Simulation 1	0.188329940634	0.364986486297799
Simulation 4	0.204984565156667	0.363815503524841
Simulation 13	0.205398073705	0.378119903804665
Simulation 18	0.206494118875	0.379823748574207
Simulation 9	0.210488867312	0.361420223502824
Simulation 16	0.215055795245	0.368108316460998
Simulation 3	0.21769902	0.36514020143552
Simulation 14	0.217764262796667	0.365767593556211
