Simulation	Fifth_Percentile	Avg_H_e
Simulation 9	0.139612251893333	0.330018125278671
Simulation 2	0.13986105694	0.33616338003092
Simulation 3	0.1399050752	0.322350724200255
Simulation 1	0.1399742241	0.327130697489434
Simulation 8	0.1467451607	0.334938645473312
Simulation 19	0.1492342745	0.358103865557947
Simulation 18	0.154616093914286	0.336193697919499
Simulation 16	0.1580189598	0.336549343045884
Simulation 20	0.158060134131429	0.352054519440203
Simulation 11	0.1602482688	0.338340182876944
Simulation 17	0.16200802089	0.354127419359349
Simulation 15	0.162158658287778	0.343475711768519
Simulation 6	0.16421725776	0.346172456559939
Simulation 5	0.1652117152875	0.340455545647616
Simulation 13	0.184921158667143	0.373048119551778
Simulation 14	0.190158727490909	0.352647243071012
Simulation 4	0.214758027936	0.363352087584397
Simulation 7	0.21971939109	0.376778643510916
Simulation 12	0.2200621520875	0.36157041881529
Simulation 10	0.220720179222857	0.36212202617005
