#IID	F_ROH	ROH_length_kB	KBAVG
2551	0.43052	39791.4	6631.91
2552	0.32718	30239.7	10079.9
2553	0.56099	51849.5	10369.9
2554	0.45763	42297	10574.2
2555	0.40719	37634.8	12544.9
2556	0.63772	58941.8	9823.63
2557	0.52784	48786.1	12196.5
2558	0.53520	49466.4	8244.4
2559	0.42633	39404.1	9851.02
2560	0.58769	54317.3	27158.6
2561	0.31816	29406.3	14703.2
2562	0.45186	41763.7	13921.2
2563	0.46358	42846.4	8569.29
2564	0.41755	38592	9648.01
2565	0.58219	53808.9	10761.8
2566	0.61541	56879.3	18959.8
2567	0.36617	33843.1	8460.77
2568	0.40690	37607.6	7521.52
2569	0.36854	34062.3	8515.58
2570	0.38805	35865.9	5977.65
2571	0.59326	54832.5	13708.1
2572	0.50851	46999.7	9399.94
2573	0.41561	38412.8	9603.2
2574	0.38198	35304.7	8826.19
2575	0.48521	44845.6	8969.11
2576	0.48673	44986	6426.58
2577	0.46175	42677.5	8535.5
2578	0.66273	61253.4	12250.7
2579	0.41467	38326	9581.5
2580	0.35205	32538.2	10846.1
2581	0.56105	51855.7	8642.62
2582	0.49882	46103.8	7683.97
2583	0.36804	34016.4	8504.09
2584	0.65013	60088.4	7511.05
2585	0.51079	47209.8	9441.95
2586	0.80597	74492.4	14898.5
2587	0.85795	79296.6	19824.2
2588	0.67360	62257.9	12451.6
2589	0.22335	20643.3	10321.7
2590	0.40492	37424.8	9356.21
2591	0.46057	42568.6	10642.1
2592	0.56474	52196.5	7456.64
2593	0.59307	54815.2	9135.86
2594	0.52991	48977.4	9795.49
2595	0.45192	41769	10442.2
2596	0.36450	33689	8422.25
2597	0.39702	36694.7	12231.6
2598	0.49802	46029.8	9205.97
2599	0.29107	26902.4	8967.45
2600	0.42853	39607.3	9901.84
