Simulation	Fifth_Percentile	Avg_H_e
Simulation 1	0.18069287898	0.355460090773733
Simulation 4	0.190794077376	0.357966363140386
Simulation 10	0.194279093968571	0.344299463483721
Simulation 12	0.199765787507692	0.354618136164818
Simulation 3	0.20124560372	0.356946434318361
Simulation 20	0.201758990896	0.366752668363087
Simulation 16	0.202919570362286	0.362295511920116
Simulation 5	0.20690232	0.365245871116687
Simulation 7	0.20858502645	0.352148526387494
Simulation 18	0.208657957268	0.36163353274431
Simulation 8	0.208701683013333	0.360792336055946
Simulation 9	0.2092663725	0.352023094938514
Simulation 19	0.21231887007	0.354111744106763
Simulation 13	0.21354297386	0.352698691016918
Simulation 17	0.215226829854	0.360858801592798
Simulation 15	0.2152410239	0.376054707884869
Simulation 2	0.216469982644444	0.36657725069543
Simulation 14	0.221312889005714	0.3677075079009
Simulation 6	0.224174000222222	0.368149615363547
Simulation 11	0.22940742927875	0.36931907518061
