CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
11	36700001	125	0.563063	700	[36700001,37400000]
11	37400001	123	0.554054	500	[37400001,37900000]
11	40200001	123	0.554054	100	[40200001,40300000]
11	40700001	123	0.554054	500	[40700001,41200000]
11	41300001	125	0.563063	100	[41300001,41400000]
11	41400001	123	0.554054	300	[41400001,41700000]
11	41700001	133	0.599099	200	[41700001,41900000]
11	41900001	134	0.603604	400	[41900001,42300000]
11	42300001	135	0.608108	100	[42300001,42400000]
11	42400001	134	0.603604	100	[42400001,42500000]
11	42500001	135	0.608108	100	[42500001,42600000]
11	42600001	125	0.563063	100	[42600001,42700000]
11	42700001	126	0.567568	100	[42700001,42800000]
11	42800001	136	0.612613	300	[42800001,43100000]
11	43100001	135	0.608108	600	[43100001,43700000]
11	43700001	130	0.585586	300	[43700001,44000000]
11	44000001	128	0.576577	100	[44000001,44100000]
11	44100001	127	0.572072	100	[44100001,44200000]
11	45500001	142	0.63964	200	[45500001,45700000]
11	45700001	143	0.644144	200	[45700001,45900000]
11	45900001	141	0.635135	100	[45900001,46000000]
11	46000001	142	0.63964	300	[46000001,46300000]
11	46300001	144	0.648649	100	[46300001,46400000]
11	47300001	124	0.558559	200	[47300001,47500000]
11	47500001	125	0.563063	100	[47500001,47600000]
11	47600001	133	0.599099	200	[47600001,47800000]
11	47800001	132	0.594595	100	[47800001,47900000]
11	47900001	130	0.585586	100	[47900001,48000000]
11	48000001	135	0.608108	200	[48000001,48200000]
11	48200001	128	0.576577	400	[48200001,48600000]
11	48600001	133	0.599099	300	[48600001,48900000]
11	49300001	123	0.554054	100	[49300001,49400000]
11	49700001	123	0.554054	300	[49700001,50000000]
11	50000001	126	0.567568	300	[50000001,50300000]
11	50300001	128	0.576577	300	[50300001,50600000]
11	50600001	127	0.572072	100	[50600001,50700000]
11	50700001	128	0.576577	400	[50700001,51100000]
11	51100001	129	0.581081	100	[51100001,51200000]
11	51200001	130	0.585586	100	[51200001,51300000]
11	51300001	139	0.626126	200	[51300001,51500000]
11	51500001	134	0.603604	600	[51500001,52100000]
11	52100001	132	0.594595	100	[52100001,52200000]
11	52200001	131	0.59009	100	[52200001,52300000]
11	52300001	124	0.558559	100	[52300001,52400000]
11	52400001	141	0.635135	200	[52400001,52600000]
11	52600001	142	0.63964	100	[52600001,52700000]
11	52700001	141	0.635135	300	[52700001,53000000]
11	53000001	143	0.644144	200	[53000001,53200000]
11	53200001	146	0.657658	200	[53200001,53400000]
11	53400001	155	0.698198	100	[53400001,53500000]
11	53500001	154	0.693694	100	[53500001,53600000]
11	53600001	153	0.689189	200	[53600001,53800000]
