Sim_name	Avg_He
sim_1_selection_model_s02_chr3	0.00584518653379121
sim_2_selection_model_s02_chr3	0.0122647457803175
sim_3_selection_model_s02_chr3	0.00284966941399476
sim_4_selection_model_s02_chr3	0.102053188400991
sim_5_selection_model_s02_chr3	0.0083061490669697
sim_6_selection_model_s02_chr3	0.02370855714455
sim_7_selection_model_s02_chr3	0.177833623526176
sim_8_selection_model_s02_chr3	0.00276139444363636
sim_9_selection_model_s02_chr3	0.00684329302976191
sim_10_selection_model_s02_chr3	0.217508279366771
sim_11_selection_model_s02_chr3	0.252822111051619
sim_12_selection_model_s02_chr3	0.110057982143641
sim_13_selection_model_s02_chr3	0.0266724763022384
sim_14_selection_model_s02_chr3	0.0537359159548084
sim_15_selection_model_s02_chr3	0.0179823805722168
sim_16_selection_model_s02_chr3	0.00398387067369788
sim_17_selection_model_s02_chr3	0.0515547041201963
sim_18_selection_model_s02_chr3	0.00762795206666483
sim_19_selection_model_s02_chr3	0.00434702939483357
sim_20_selection_model_s02_chr3	0.169246855573207
